"Sample_1" "Sample_2" "bMNTD" "mean_bMNTD" "sd_bMNTD" "bNTI"
"1" "1" "0" 6.84435197572872e-05 0.000160436047946963 6.76029464984085e-05 -1.36077690329431
"2" "10" "0" 0.133876496155864 0.109880993880248 0.0236049388063107 1.01654583697547
"3" "11" "0" 0.134073890585248 0.1044075345455 0.0184083991955571 1.61156631408271
"4" "12" "0" 0.126739721711879 0.105826657273465 0.0246336163583036 0.848964444936837
"5" "14" "0" 0.130513823112364 0.12946292605375 0.0363692806174882 0.0288951840886482
"6" "15" "0" 0.129622856983984 0.113922446520277 0.0282856490286459 0.555066296969426
"7" "150" "0" 0.132069234587468 0.0943636635252852 0.0154091110053807 2.44696602218107
"8" "151" "0" 0.15564086721333 0.096994751059989 0.0142988606336506 4.10145379103318
"9" "152" "0" 0.133719131931078 0.0958878089612121 0.0153070803048775 2.4714917682774
"10" "153" "0" 0.188812853523759 0.121530404903752 0.0337040079849639 1.99627440896714
"11" "154" "0" 0.126455986900702 0.0858522502932254 0.0146788888617683 2.76613148241963
"12" "155" "0" 0.141002471144437 0.0965498150588965 0.0175871947004768 2.52755808089934
"13" "156" "0" 0.12309713226304 0.0875120928457236 0.0141830760789231 2.50897895627859
"14" "157" "0" 0.12914772666567 0.103947434908507 0.0264625477109347 0.95230028614176
"15" "158" "0" 0.127868515834563 0.0945346850382242 0.0143450664718202 2.32371393062702
"16" "159" "0" 0.12923792826472 0.0882094151847883 0.0143308281571845 2.86295478739398
"17" "16" "0" 0.0985116707638748 0.110081131045678 0.0354486391364077 -0.326372480401404
"18" "160" "0" 0.135180489656546 0.0943728215784195 0.0172960119668948 2.35936863111762
"19" "161" "0" 0.133946365172645 0.095169637034669 0.0177190197871895 2.188423998827
"20" "162" "0" 0.113407675854613 0.0958841073900211 0.0359531191872857 0.487400505455691
"21" "163" "0" 0.143803506559099 0.0962820449365896 0.0154782243977553 3.07021402463975
"22" "166" "0" 0.141981663011052 0.0954057224400358 0.0170085136133596 2.73838982228482
"23" "168" "0" 0.138073969362222 0.0942808252746044 0.0177045192020086 2.47355737752254
"24" "17" "0" 0.123667435875817 0.10609251833762 0.0334106356234274 0.526027631927863
"25" "172" "0" 0.141185900497121 0.0977767469907271 0.0191121467465498 2.27128611359318
"26" "173" "0" 0.125141280376372 0.0978269777392578 0.0288146797444179 0.947930113379286
"27" "174" "0" 0.134745281580766 0.0930615992830508 0.0168736537622773 2.4703412126959
"28" "175" "0" 0.0218715386222931 0.0284607641411078 0.00960889908906348 -0.685741983315691
"29" "176" "0" 0.0282680803260367 0.0360600825157641 0.00990520246993579 -0.786657538134895
"30" "177" "0" 0.0266526117666773 0.0356370238046354 0.0127064819761949 -0.707073134388422
"31" "178" "0" 0.0210663264915734 0.0199987701726227 0.00564908217688266 0.188978719997977
"32" "179" "0" 0.0329669422268875 0.0264216285192659 0.00836345446765713 0.782608876862237
"33" "18" "0" 0.188233809605152 0.123608549278403 0.0308369633928699 2.09570765783288
"34" "2" "0" 0.000145413127001338 0.000324886149536529 0.000172116189116668 -1.04274341336675
"35" "22" "0" 0.130560615571016 0.100544521192072 0.0165649986402569 1.81201912724566
"36" "23" "0" 0.15631146386216 0.105155975908301 0.0275960701965818 1.85372364939828
