"Sample_1" "Sample_2" "bMNTD" "mean_bMNTD" "sd_bMNTD" "bNTI" "Glacier_1" "Glacier_2" "Glacier"
"1" 1 0 0.0771801081533613 0.098654955919095 0.0105642769050774 -2.03277971210812 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"2" 2 0 0.0607675006925459 0.091771121250625 0.0098336383977649 -3.15281275393714 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"3" 468 0 0.103302436669387 0.125779403063024 0.0133077230258345 -1.68901669729689 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"4" 469 0 0.0994582362029826 0.113224214180805 0.0128879222604977 -1.06813012210789 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"5" 2 1 0.0802684172693097 0.0903476578619791 0.0109635146614217 -0.919343924274228 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"6" 468 1 0.120969575906999 0.132423221228244 0.018798768879112 -0.609276351813232 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"7" 469 1 0.0889730021683904 0.0958743888903119 0.0140671338896516 -0.490603613789338 "Midre Lovenbreen" "Midre Lovenbreen" "Midre Lovenbreen"
"8" 18 12 0.388071864914397 0.362896314079716 0.0647830991891238 0.388612943032946 "Miers" "Miers" "Miers"
"9" 62 12 0.0972747572579858 0.103980550014067 0.0102555441258509 -0.653870011555794 "Miers" "Miers" "Miers"
"10" 15 14 0.38542477643254 0.458290213699488 0.0933906723742813 -0.78022178676395 "Lower Wright" "Lower Wright" "Lower Wright"
"11" 16 14 0.434089246622222 0.463704721186144 0.0926442483889868 -0.319668787635637 "Lower Wright" "Lower Wright" "Lower Wright"
"12" 17 14 0.407200970939103 0.390546895034853 0.0703483261748625 0.236737344153058 "Lower Wright" "Lower Wright" "Lower Wright"
"13" 473 14 0.348547201180556 0.362833540334944 0.0711449108817755 -0.200806199309591 "Lower Wright" "Lower Wright" "Lower Wright"
"14" 474 14 0.141790179517544 0.200430382222658 0.0850128087186147 -0.689780794082551 "Lower Wright" "Lower Wright" "Lower Wright"
"15" 16 15 0.35507763912381 0.45134833854789 0.0810913422029702 -1.18718838298566 "Lower Wright" "Lower Wright" "Lower Wright"
"16" 17 15 0.389004791076007 0.380873183466496 0.0657871150289446 0.123604867091881 "Lower Wright" "Lower Wright" "Lower Wright"
"17" 473 15 0.187589076581349 0.312311793857683 0.0566671708939874 -2.20096954389454 "Lower Wright" "Lower Wright" "Lower Wright"
