"","node.degree","betweenness.centrality","closeness.centrality","node.transitivity"
"f652949d75b16ae5467df6c59f0ed2ff",12,15.2720016664755,1.92097124306049e-05,0.636363636363636
"ff53c2721b9c38e1f3750970768441c2",99,600.881653727782,1.93053919959845e-05,0.538239538239538
"6fe704d9f1c312b674d9d59fd1ddf230",88,9790.70368613615,1.93326373583884e-05,0.501828631138976
"bd51318e79c17d62a16f7a17ed6ccde1",106,1931.9399113653,1.93139678615575e-05,0.556513926325247
"48b6a009de42cae8d7fc7f72b629d8fa",30,1303.47023538158,1.91394885928648e-05,0.480459770114943
"6e09903c0b8d65c9b55853dea592e293",1,0,1.90523367691047e-05,NA
"7e8495a6bd3f122568d5b87c8325a0c9",102,2805.99570836231,1.93188184610629e-05,0.528441079402058
"3a6a44f66caab160a86b1971e7c6b7d9",7,175.806891663927,1.90981837627242e-05,0.428571428571429
"33476c65a4456debf0ba5894d83a8398",7,2066.79000931323,1.91468177988818e-05,0.285714285714286
"df5ee72bee284a0d9aca265fbb37b467",108,2850.11499810125,1.93341324774757e-05,0.530806507442022
"13109f099788e0818da0c9a2cea09857",2,1,3.27593888408418e-06,0
"6aa4ffed1d803a92c550fad304644244",8,42.1682284782646,1.91986484151516e-05,0.464285714285714
"74da4f552f6a28050e596b9b5a9165d2",28,758.725429461029,1.92444624059427e-05,0.452380952380952
"2a64f7117c72e249a9c2e5850fd6eb3e",5,0.786507936507936,1.89548306385882e-05,0.5
"805d331f88bc7b2f2b82942ccd068aff",88,1298.53686193888,1.93005481355671e-05,0.583594566353187
"066d06b31dcce56fb9dde37e3298d861",64,339.029966395496,1.92778516762092e-05,0.685515873015873
"e3e9c8872487b9fce5cc8580f4803f7a",105,1999.28043701025,1.93188184610629e-05,0.521062271062271
"0808fdf5a7ca966fc1a60393691bb308",83,333.878077938963,1.93016657337528e-05,0.650308551278284
"739cbfcef19817ccdd21235f0500c356",1,0,1.89825360668185e-05,NA
"7f0cc97dfa489c05cecddca79e537ae0",14,274.452097390421,1.92622556101319e-05,0.615384615384615
"55a5e9cc5ecbf0ab7005bda5581d4825",0,0,3.26411238991781e-06,NA
"b168e66617381e8a0aabd349a9e2d5c2",72,1162.72698694752,1.93009206539152e-05,0.63302034428795
"5a11eba2ee62020d8bdeb5226929f365",8,590.794754334342,1.90327553719952e-05,0.428571428571429
"3768317651733ecbb9ef5e361419a19e",6,248.834798108393,1.90124912067228e-05,0.2
"dde2b6ba3ba896d26f514fb768ab148f",0,0,3.26411238991781e-06,NA
"6848e5c18601f974f4bcf33034f91e6b",1,0,1.88090132791634e-05,NA
"fa0bfc5b671a0016df8fd1840f314bab",0,0,3.26411238991781e-06,NA
"e44ed9cce2eb0b7eede391e5f53e29df",55,963.28367367022,1.92678227360308e-05,0.515151515151515
"e15206914527c772cf7ade98644a17b9",84,398.994471888689,1.92971961174041e-05,0.650602409638554
"9d53ec63f330b5055eae739c4053a7c3",1,0,1.90508849136042e-05,NA
"90a84c0664bc3eec6d1aa222e4701913",114,1458.50886147803,1.93191916850199e-05,0.519484552088185
"87e55ac9ab15a220d481204d7d2656bb",0,0,3.26411238991781e-06,NA
"246b2ccaf80d7db7d96d9d17f5d281a4",109,381.860306065566,1.9309119697233e-05,0.558443764865783
"c1ee0c7bd2a5652c66779004eebac27c",85,741.899813653084,1.92830559787115e-05,0.615126050420168
"195a1adb3342a2b813976ab8a62cc320",3,5.53705761965802,1.89125295508274e-05,0.333333333333333
"1c3b419314bbf2d6f8f7eec80a305fee",4,0,1.9124847001224e-05,1
"8c05343a93e19950e64a207bab0a68d4",11,5587.49453840125,1.92111885962384e-05,0.381818181818182
"8e1f36fcaf7d218d3f20fcb381388674",5,22.9156850065854,1.89865005980748e-05,0.5
"c045aa84b6fe4e0133753f8f66b5ef79",7,41.484977902122,1.91519515838664e-05,0.476190476190476
"5e41b6f8f77a1f4b5542127147676fbb",90,367.15033100427,1.93035286850436e-05,0.61398252184769
"b8544f4c7065245a8949a406eebdab42",0,0,3.26411238991781e-06,NA
