	Kingdom	Phylum	Class	Order	Family	Genus	Species
5d5e1848b63631c9fbc0799624170d08	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	Thermoflexibacter	NA
bd1675ee209945c85941c85bec40a2e9	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
890f9056f9b8f62a2775952c56c40baf	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chlorogloea SAG 10.99	uncultured cyanobacterium
f672aa3aea2d03f0b297739022e9b716	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
a2ddad94d32e3655cad52615af653eff	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Hydrogenophaga	uncultured bacterium
9dedc835c5ca73e326ddba4db230c54f	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	bacterium enrichment culture clone KIST-JJY169
0141f01514c1925fb9881a179f7d10bc	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
a57e8133deb4fc1a6cbeaac02d482d8f	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrionales bacterium Ga0074137
60df71d5cf1af1a2a4cc841650c9b242	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	uncultured bacterium
4e6a38b7e5702d9f28c2808f0cda6bfe	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
1a794428f534b81a86ddc63868ee5c79	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA
009648b1e2ee2eb79b5eeb43980845c7	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Auxenochlorella pyrenoidosa	Auxenochlorella pyrenoidosa
4705bfd50a2dfb2e48210a9aa24c7d46	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
eaffb6c93eca94d3dddcad3c3d76894a	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA
bcfb18349d46228054973a17ae92d377	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	uncultured bacterium
d0000e973f6840b35c31e48802abc02f	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA
545e40b3a77ffda7dbbe7716947ed48d	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	Bryobacter aggregatus MPL3
dab8e6602bf3b7b1cc6d8771c593c4e7	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA
7d2853178c16e55b5d8130e18973b171	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA
aba050fbbdc4bb979936cc7bd627cb1c	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	uncultured actinobacterium
8ac6802faaef951728011d855c1eaa59	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	metagenome
5815b9bf9d8b64a6ba7673bfdcff225f	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA
a699194574367ccd75c4cbafa91e8de0	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Silvanigrella	NA
c8a0bdfc5c3cf654afa4e9d3b5f038a6	Bacteria	Planctomycetes	vadinHA49	uncultured Planctomycetales bacterium	uncultured Planctomycetales bacterium	uncultured Planctomycetales bacterium	uncultured Planctomycetales bacterium
c0ec372529682840644476f519ab9ac6	Bacteria	Verrucomicrobia	Verrucomicrobiae	UA11	uncultured bacterium	uncultured bacterium	uncultured bacterium
8f3d1fc2a08730b48322a7ef818d82ac	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA	NA
6e5edd58c09f5bd45a824c78c86c7154	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA
012856de9be2461c2ca49f82274beb0d	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
77987af49785c4113a623604142a2151	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
57d1dda05a898eb10ae853cf7679c817	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured	uncultured Sphingobacteriales bacterium
a345866fbb7a7801bc447b459168f6bc	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp. C1802
a513ba2304b29c9075aecc38511d923a	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	uncultured bacterium
e01b7fe3e94f141badc6cadee3df43f7	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chlorogloea SAG 10.99	uncultured cyanobacterium
aa91d14b2880d38f682ac27bb5617778	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	wastewater metagenome	wastewater metagenome
6c91101ff5da165e0bbbe9fbbd3d1de3	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	NA
db9fa3cb24aafbbf27f5155e17fd8dbc	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA
92cb6980c5b2dd3ed14bc6a70ad4af26	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured planctomycete
e3f54aad82184c090710c2a08af2a717	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
234b7017c18be198052eeac7f47e1314	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	microbial mat metagenome
baa64bd92c6d73dcc4bae880cfc9a426	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. S4
5475de057f108274e451bb27048dff1a	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	NA
39d83967db78e4df608fe5f2e4797aba	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
366e1f546b33c59119c25c210b6b92ad	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
4983d59d8826e96289b1cac41adbb825	Bacteria	NA	NA	NA	NA	NA	NA
3defbdbf0332868aa96c80fa3297b14e	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	LiUU-11-161	metagenome	metagenome
7fe1635ad64d88098149380ab4e4ed0f	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	metagenome	metagenome	metagenome
d7fe46dfc0d9a383472c421cdbc9a326	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Ellin6067	uncultured bacterium
a8d4ddd7dbd400a101b2d3f1b3babaf2	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	NA
804391358fb3913a899d9618848b3ad6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium
912977ca97c2c7ead9c3ed383d59af75	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	uncultured bacterium	uncultured bacterium
b5b6e7365b623920043a8b62a938c2aa	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
fad17e5991d60d406b3831cfdb038348	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	NA	NA
ee83d719874eb42c617a4a825d68be67	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum	metagenome
6a5199f36565fddcec40c197ffa97dfe	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	NA
1ac299f6996063b22cf2c1ce68b7d684	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	uncultured candidate division SR1 bacterium	uncultured candidate division SR1 bacterium	uncultured candidate division SR1 bacterium
bdc90bf2514a8efa7c6df2805b3e8bbb	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	NA
6a1c0543229e7f13938e59744c018737	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	NA
8753ecf4a48510ebf3f3d3a6d0f3bd0f	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	NA
08d9ba591695861e9849ae1518ebe2ec	Bacteria	Cyanobacteria	Melainabacteria	Obscuribacterales	metagenome	metagenome	metagenome
207f2a7f737043c9f328f6842e34f5cb	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
b6229810abf1fbb6c17ba17b655a3b43	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	uncultured Sphingobacteriales bacterium	uncultured Sphingobacteriales bacterium
6dc5289b63362b5a14311b3daaa93344	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	metagenome
22f35ebe5ec070861369f43ae26c5dc3	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured Sphingobacteriales bacterium	uncultured Sphingobacteriales bacterium
41e6c0b55654af1d5cd503359fb77d18	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	NA
36ef7d2bfadd5c2918dc948f3fff9a2e	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
7d78f9b3f253a6cc5d89bd5bbd1d332e	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis ANT.L52.6	uncultured bacterium
826898dd1ab95227d2a64de3294e40a8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	metagenome
85ac04535c7569a206f6b38fd94c0b87	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
4854f98fc7fe50ca0a0d048d1da1780f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	NA
d99d3c3650650663c1b8707d32eb0221	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured Bacteroidetes bacterium	uncultured Bacteroidetes bacterium
3284192bdb14413210616b3cacb06f6f	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium	uncultured bacterium	uncultured bacterium
c27b9fb15f65b59baf29a64d388b7029	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA
964d0a86d6e984943afa33de4cd344b3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	uncultured bacterium
c50a0f9f0219aa170fa163cbc25cf0bd	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	NA
4b005828a1cb2add3f80a8d6f4d87519	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
b327606a550cb87f7cba18d542a13509	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured soil bacterium	uncultured soil bacterium
a10d65bbaf9c55a9e9a371c8a9c567fc	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
2fc222a957daab86eff0d7da4b0b070c	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured soil bacterium
219e598e48ec0ccd6d432a91a3006750	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	NA	NA	NA
6cc7ef08685447dface58e5d9c9b6704	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
471405b151165bc3715c03a06a2b63c3	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	966-1	metagenome
43f8093fd590476917637c843211df7f	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
cc7e61bf5da0ff1ceb4536442c518912	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Hydrogenophilaceae	Thiobacillus	uncultured beta proteobacterium
ad73c81148e2b9c761547734542a02a9	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured Nannocystineae bacterium
255b49252b63d8e304052ede2a4b6e3e	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Chroococcidiopsaceae	Chlorogloea SAG 10.99	uncultured cyanobacterium
b355b5049b9de3dadd746ee4d8b6b5ec	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA	NA
289422b3a2da503dd07c7d51dee79113	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	NA
255b13051f05307cceffe689d59800b5	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured soil bacterium	uncultured soil bacterium
223b3e7f753d1e7baa3668b70fc783f5	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured prokaryote
d80743b699b2d3acef2f02272a060d5d	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutaceae	NA	NA
5872f10daaf3159d0d2f0afffb1aed54	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
98e551da2e4d868d27de23f5bfe72b9a	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	NA
a7283a52795a7022685bb75262338bcb	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	uncultured bacterium
8f65c14e45d3c8ab8247a7fbc53dbe61	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	uncultured	metagenome
ef5815c9e29a0574fcdaf140d693ec20	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured verrucomicrobium DEV064	uncultured verrucomicrobium DEV064
9d8b8510df5d84b2fbbaf0940b8fa01b	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
9f70f75ff460a92256a240f5207376a8	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	uncultured bacterium	uncultured bacterium
4748becefc48efa370c809273beea423	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	uncultured bacterium
5602a29c4231c4e954b6131c2bd0a74c	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	uncultured bacterium
b7d816c244d05e2ceb0fba79fe2da80a	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
4ba32f27c260870eacd1b6e60fac05b8	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	NA
942cf93adb07cb0b9af045d7d9c45bef	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	uncultured soil bacterium
6ac5b8e895e8373219eab183e1383ea0	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
babc6a2aea5efa6af207c1ad29a34ca8	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	uncultured bacterium
d920b47d373ea79bc60d5ed01c53d5c9	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	NA
b899be5a0112fa5d46fea0ba45e66145	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	KD3-93	NA	NA
03a8013192b0dc6ff73e9fc2efabe3d3	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured bacterium
ee0dcdb29be420ebfbf70c8cd2a3c36f	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured planctomycete
db618d5ae925b22f752083082e59fa87	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
d25eef20ea090b75874a2b70e5cbb630	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
ee18681fabfff3b7fd92614574356849	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
01a5f97a722c02e45a5908f6d7a37a0a	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	metagenome	metagenome
b8539dd30ed5fab9dace2a776b1db440	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
3fc185e57010ed61fc60ef47af1e7c93	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured prokaryote
7ff346973a282aa55de296afdb5d74af	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
d5bc7311b4738be5a302137735762a14	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	metagenome	metagenome
fe1e7d8f576785d3e9c9df275694d883	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
c999111eadba952de7048dd4afade9a1	Bacteria	Cyanobacteria	Oxyphotobacteria	Leptolyngbyales	Leptolyngbyaceae	Phormidesmis ANT.L52.6	NA
8006c455b36191285f1ed7481cf064f9	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	NA	NA	NA
df132d35dd245d2065fb03b754d4d435	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	uncultured alpha proteobacterium
3c4a21a42459edc032df8dc5b03069b9	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured bacterium
78100f652cc76ec43dd8f326b89975d2	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	NA	NA
1caf9b2dc92c717fe5ad45d8b448a85e	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	uncultured bacterium
8badf66537534bf443dccf8bd0cee334	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	uncultured bacterium
7e8a6238d2b8e06fe07982db5f2dc2db	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	uncultured bacterium
038cad8232fb6f2be888cecd9a7448d8	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
1e96dfb861b10ebc8c4a706ccd850e3e	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
64df30b9043b605b0c6086817f23b923	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured Bacteroidetes bacterium
dd9654ad8194cf29ad1f2894b1d094a6	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
89b10b6871dc88d48b1b223ef87a9ee1	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
e4343a192c4b17e21fa9d69244cf0936	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Sporocytophaga	uncultured bacterium
d22b31d1383fc4f11bfa2aaea83cd9cb	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	NA
448757caca07a63822df4b29fa5378e4	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	uncultured Sphingobacteriia bacterium
0e550ed0b287c5dc02121f84b11ec14b	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	uncultured	uncultured bacterium	uncultured bacterium
eabdc68f08e0d76ecfd19d863933c0c8	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	NA	NA
a17ae3b0bdca7ef87336c4fff008630d	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
9b76e1edd022417a8f7e0722ca707f2c	Bacteria	Acidobacteria	Subgroup 6	NA	NA	NA	NA
8e49b9783db85b065b4030c346573085	Bacteria	Cyanobacteria	Oxyphotobacteria	Phormidesmiales	Phormidesmiaceae	Phormidesmis ANT.LACV5.1	uncultured bacterium
dec60dd9f3ac730b23377ab526a119ea	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
5cb5b62eaba040d8940c03ab0ffdcac1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
07e6fdd938fbc900ee1cbf1f91e4715e	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	NA
5d7547bc20f637945edeef40e592b228	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
7b1427dc70536362781d093e4e6dc04c	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
384bba2b6e15fda99bf048a0ef22431c	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
5ea9725d1e624f80d53dc0f563c9b256	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
6dc0d833966dd3945d8dee7d9e5cd82f	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Telmatocola	NA
6265ef2c929634a6492240dd773aa440	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
0866acfdebde7c80cdb63b297c774958	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium	uncultured bacterium	uncultured bacterium
aa5c4c130c20958ab0c3eb456b4c14a5	Bacteria	FBP	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium	uncultured endolithic bacterium
1ee870dc3780db144739de9ca331b7f2	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA
14623a4b145db55dd29370deb83d73ac	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	uncultured bacterium	uncultured bacterium
6e34885581293d58a5314ef311448b08	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	NA
4dbdd938d8886b9da269b1aa45275c98	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	NA	NA
1ee582dede46759913050ad4ff0c4758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	NA
c91cb62402abeb781ebd25c94d8148e9	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA
430709ace45d84a21be7083d3649bf44	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Aquipuribacter	uncultured bacterium
41682f4a89c2eb9cef21943a9508e48f	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	NA	NA
845d10e5828a41c5ec9b2bc4693b61b1	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	NA
f3317d73ec5fbbff63508f78b2f4ec3e	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	metagenome
a2bd46d04ccb9e72673ec741715186a9	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA
768d500dec54c80d5ef769902dadd792	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA
e44e8f09050d725b44086c0057a9a6b8	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
ab2a7be32556865fd251bb7f29d864dc	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
6adc872145f2034b2b92891488c650c4	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	MND1	metagenome
8860a862bd06dd06e26a30a23d2e46fe	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	metagenome
a95cfc204b84b4a6375203d0f50622c9	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	metagenome	metagenome	metagenome
5489b4aa0b36e7e49411765e060d701f	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	NA
7ec1814389e5e5f04ebe842fddcc0ec5	Bacteria	Planctomycetes	vadinHA49	metagenome	metagenome	metagenome	metagenome
703dc53b99b9564274bece9950895857	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Gemmatimonadetes bacterium
b933bff3287aad56d00cdb836e3557f7	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	metagenome
d5bf72725229f9ad810707b6c8e0c9b6	Bacteria	Cyanobacteria	Oxyphotobacteria	Oxyphotobacteria Incertae Sedis	Unknown Family	Leptolyngbya ANT.L67.1	uncultured cyanobacterium
3c5dca5cbb35b5659c277d92cc1aba7c	Bacteria	Patescibacteria	Parcubacteria	metagenome	metagenome	metagenome	metagenome
93dc548de15ca917203bf8777e5a5494	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	NA
88ba989a628b6330bf783def3618b4dd	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	metagenome	metagenome
5f5564e113fa63e2cf469cd7eb74b777	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	NA
102fc16adc262f00c457357b35540be5	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	uncultured	uncultured bacterium
1ea21c62c5f2741f918da2f4dee28258	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	NA
d6561bd7e77ffd9f953bed90c0112c28	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
