	Kingdom	Phylum	Class	Order	Family	Genus	Species
56c24847365b968ceac42781a68b6a64	Bacteria	BRC1	NA	NA	NA	NA	NA
c4a1e38f596bb06884a2cf577587a42e	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured Candidatus Dependentiae bacterium	uncultured Candidatus Dependentiae bacterium
fc45bf1a63210407f97708c4c6759dd8	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
6ddac4f99aebbdeaf66d7e58f9679dea	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	uncultured	uncultured bacterium
ae4bae242f8845fae8ca02a467149ba9	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	uncultured bacterium
eb5edcefcbf0dbae71d6901b907de219	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
81f26702b346a1d1132a3c984f650765	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	NA	NA
e1804f36fbd2b2e5ea0df2e0783d72c1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	NA	NA
593e1e0a73de811e5fcaff0cc12b7610	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Pythium insidiosum	Pythium insidiosum
57ceaee06a5660fdbdf107c9bdd85544	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	uncultured bacterium	uncultured bacterium
9a491e7b1904a57dba166225bb587673	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	uncultured bacterium
a7eec0a5a021c6c5247e2334e81e6e6c	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	metagenome	metagenome
f6fadb43743536794841ff982141b031	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9 marine group	metagenome	metagenome
630f45efaa2abec37ae05117bc46e9c5	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured organism	uncultured organism
8bcf32794ed820db6c5cf80438222303	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	metagenome
a903b602593df4b1cab4d552d905a713	Unassigned	NA	NA	NA	NA	NA	NA
26c839a02c9527a9e1321f6280974569	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA	NA
0952299d87618319b70016986c74ab69	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	metagenome
ab3085896df74115459f6158fa506d36	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA
cd1943e58495d2074330dd44fa98bcdc	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	uncultured bacterium	uncultured bacterium
b69e49b33b0dd9bf44736c7ed4c87edf	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
bacb47291ba93df4a234b9c90a1a22ce	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA
6310ce1bb485e4a0a96088fc141c1a11	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	OLB12	uncultured prokaryote
5f7f9d3d42dde4074920aa682c28f933	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	metagenome	metagenome
039a4b4107746014499da0e40301e960	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
b5f08b8380082dca2e42f85b00b7d1e1	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	Nitrosospira	NA
c68ae29114ab1d49cef7a03490937b93	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	uncultured bacterium	uncultured bacterium
44698c051d7940bfb38713958c6e6924	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	uncultured bacterium
53c4c6548ba42dd16a0416e2e4dbcb79	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
8ca55937bb6ed62f416dd260baa30280	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	metagenome	metagenome
2501dae37a88430b9f43bd54b3f7e386	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	uncultured bacterium
80c06745d84db948a93f61e83611b783	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
5e3c4d24fd9cff02bab1a933fa705944	Bacteria	Patescibacteria	Parcubacteria	Candidatus Zambryskibacteria	metagenome	metagenome	metagenome
45a703c3d46ed9731722d03c72be9069	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	uncultured	NA
c8a52ae5639ff6f719f1b2034633996c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured prokaryote
ef02b93ce8522873bce0a82f6c18cdae	Bacteria	Actinobacteria	Acidimicrobiia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
57ebb7b92c8778c0188942bb4af48f95	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	uncultured bacterium
0a235150df1d7cb6f3c0160667ab4154	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured Syntrophobacteraceae bacterium	uncultured Syntrophobacteraceae bacterium
88da56b6714b90d98a9e4b628d915dac	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Herpetosiphonaceae	Herpetosiphon	uncultured Chloroflexi bacterium
1b78b5743bd7b5cea1696e47d977cd7e	Bacteria	NA	NA	NA	NA	NA	NA
e53a1911d393255b816e57eb426205e6	Bacteria	FBP	metagenome	metagenome	metagenome	metagenome	metagenome
b94eb7071c670f415c46c3499f7cd255	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	FFCH9454	metagenome	metagenome
fc07940669140143b8b66ec79128d69d	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA	NA
427afe4c78dc3e5bd7dade65828d0e50	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
0dd65b7ec07b61c1880f42f1b586634e	Bacteria	FBP	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
8d3bc0c87310dd53c52059e01c9eabbc	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella	uncultured gamma proteobacterium
047da5f2507cf4f700f641bddbad6303	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	uncultured bacterium
f4e3a74eaee813d2c9d2eaea5297847d	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA
a2fdbea7dce52c0547b96ad05755cb3a	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	metagenome
805774952017df6587a82edbec0b3bef	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured Planctomycetales bacterium
6539f59062d16f8454aa0eeb82a123c1	Bacteria	Firmicutes	Bacilli	Bacillales	Family XII	Exiguobacterium	NA
e90f87483ab27c53b0608d99ba6efc24	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA
ec973812da0f8dbec846c6941ac4169b	Bacteria	NA	NA	NA	NA	NA	NA
34aad49f7b2af736e10f5e40399ce845	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
d72b1b54de22090510069919cf846e52	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	metagenome	metagenome
de9d78acd209f338eb7e6a3b53c7a940	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured bacterium	uncultured bacterium	uncultured bacterium
38bf7012c7c91c3f14b7c9d046ee9e30	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	metagenome	metagenome	metagenome
f25611b96cf20b0aa01db958bbfbf1de	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus	uncultured bacterium
32c76963c1e8883cede5ddc50353135c	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	metagenome
f44b83bbcc15fcf86a9375123581462f	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
6f9575f3128fd967e26edf0d9abe0566	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis	NA
101a611adf259ffa64bdb3af321b01b0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	uncultured bacterium	uncultured bacterium
955aa8a5b156fd9f027b31ad2252a3f8	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA	NA
12af5fab81cb5843e9a60c4730d81531	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	uncultured bacterium	uncultured bacterium
a5f20d2362d43231119e0b82b9650c7a	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
309ffd834f7204dd952dbd52c5e03a00	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	uncultured bacterium	uncultured bacterium
e8876d5489cce6de30cbfdc51e9151e4	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	metagenome
dbd500ec9c52f7173d2f8b962c889f0a	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	metagenome
ea8bfc16be0ec544b318d58595dfc7d3	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	wastewater metagenome	wastewater metagenome	wastewater metagenome
bdef475e725ce0659e15a30777d246a8	Bacteria	NA	NA	NA	NA	NA	NA
6917ea81ee0dfcb491c34ee06a717cfa	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	NA	NA
9f7fe9907c9f80c3c2f4946878f22d41	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
2dfdff123028ba78899b8a216e4c5aa3	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Microscillaceae	uncultured	Algoriphagus sp. JJ018
10f762eef5b31fcf67c2a6f34777f448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	uncultured bacterium
74cd33369d3c806e3f4c0f6fd3412226	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	053A03-B-DI-P58	uncultured bacterium	uncultured bacterium
fb893c515dfe36822a89450d92207f68	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
ac05cabf3b0b706a250c28fdf1fe21c1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA
31f40782150866374657aa4b51b409c5	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured soil bacterium
dd9aad3835a8aabce8cf6993d8f8650d	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Phytophthora sp. Chile5	Phytophthora sp. Chile5
3244e1e5491c4f40e79267fc82759430	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	uncultured bacterium	uncultured bacterium
671a2a09406a472cf9750e019cccf8cb	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
375775bc0a11e475d09d3477fd6e40fd	Bacteria	WPS-2	metagenome	metagenome	metagenome	metagenome	metagenome
fe0ca2288c3f48a0869ae92b222bd798	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
0b1998231f07bd1dc4cc499068fc019f	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
ee7a700f04064e67261a5b47ac65dc0b	Bacteria	NA	NA	NA	NA	NA	NA
d3f4d20600e27250ef56004c2df2344d	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	NA
c9a52a1c77e206a238d6cb6a260d10c7	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	NA	NA
09f1c4e1423acd237797381d6c4969e9	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	metagenome
0d766d86ea2837b9ed15c012ca5f0a35	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	uncultured candidate division SR1 bacterium	uncultured candidate division SR1 bacterium	uncultured candidate division SR1 bacterium
9c4efcad9c79a8b53fb39e93cf10bb6b	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
c722a811911383bb2413ad9234fbd57f	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	NA
db10cab23a4573e662e1080904a2f285	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA
508bb4b641760df3e34501f29550ce13	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	metagenome
7cf442213c05564fa701359717e9066d	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	metagenome
f5b7d0eb48a339dac31653283b3b2d58	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
f1a576df67fa16cc2c250220e92c6cc4	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	metagenome	metagenome
124277477c1d0d8e3f902daef8f6b13a	Bacteria	BRC1	metagenome	metagenome	metagenome	metagenome	metagenome
f5ce380136728bd9125593071c428717	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	uncultured bacterium
fe4e2e043863a30d0dc7121f440dac27	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured marine bacterium	uncultured marine bacterium
1c52d5494d4ebdf2f31679da9d893cc0	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
55446a97c52a9cb125efc36252967857	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
a7826cc65733ef8a2b5cf78991053937	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
57fbe12b39597534ebe5ae1797ec2c90	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	NA
a3a3d87999619949d7da4866fb470d7a	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrionales bacterium RIFCSPHIGHO2_01_FULL_40_29
a4b20be7979aacb7297dff7ff18731c0	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome
22d693a0d137698e1aa7be812e379c23	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	27F-1492R	uncultured bacterium	uncultured bacterium
29b147342348ca730ee5da3b18d9f02f	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12 marine group	uncultured bacterium	uncultured bacterium
3f4ebd6c3f39391eabd88a7f227bf27c	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
3d67411a8df43090196f48b82ee031d1	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	metagenome
6280d4fb5dad8abad6ab117f7857f4d5	Bacteria	NA	NA	NA	NA	NA	NA
c79bf8e0d7e028f68abca8d650bc7eae	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	metagenome	metagenome
840c624287df9257de4a7e4f10d27309	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	NA
79cf7904d80106e6ffce1c9479562a76	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
653334c36340a20181971e05d9b4e110	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax	NA
e54abece07da8e417d15532f5d01537c	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	metagenome	metagenome	metagenome
f4571f58061192d518223cbf220a50a3	Bacteria	NA	NA	NA	NA	NA	NA
8527322ca382452e75ae7d1b80754ee6	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	uncultured	uncultured bacterium
ba5c6c41a76bd1b4b5e5b5278a2297d5	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	metagenome	metagenome
f7e80eeca0ee07d14dce6655e882a843	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
d464f8a797882436aabd4ca4a43576d9	Bacteria	Planctomycetes	vadinHA49	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
04e272283e52a08f30e5a473a467fa8e	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	metagenome
7c5a1e6f4099a2abe15b41d0e040e304	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	NA
66a6e7044f5633ef4d73c111cfc6df06	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	metagenome
f5c4c0ddde0d0fe05eb3cc06dc8de7bc	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA	NA
4d97c90661cf832c16f286c0cf5a0cfa	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
eeb89dca289240e1a6a14a0da7a81e84	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovarius	uncultured alpha proteobacterium
a5a7a5ba89bb30935ba6ee1345b0c4c7	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	LiUU-11-161	NA	NA
2e3dca5145ffeeb6c0a4a7a7597f49cb	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	NA
645db872b27ab00da9cf44d02d30b184	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured Verrucomicrobia bacterium
a4d66fe1a242e3325c6f919286e58a0d	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	uncultured bacterium
1ce632d04adb5cf70820ffb5f88d4b16	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	uncultured bacterium
774dc83bd182f2e6387a960c18351ef7	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	uncultured	metagenome
cbaf56f80ce4516980583e5be9454518	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
666a053b8b31ee13dfec0c804ba953ff	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
25bd2bd52813f8c5d132d944582bb2c2	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA	NA
706f035e46cc03097750fb6198dc0ce3	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
4cbc8ecb44b1baa3d88ce97b368bce25	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA
44d8dedf0bd6a1389b19f84389cdf955	Bacteria	NA	NA	NA	NA	NA	NA
a6d880576903a80ceea3e274be443af2	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA	NA
9154b69a1b3c25aac8b21303f49e3458	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	metagenome	metagenome
0119003321bca56cfda9840e5bf6cd32	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
298854fb101e9816d6e5a849aba2fa60	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	uncultured bacterium	uncultured bacterium
06253ec21b96577bddb2822140388eb8	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	metagenome
015a365fd3e25e9114e80ac66ad40be1	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	37-13	uncultured bacterium	uncultured bacterium
5547935dbee6d44f4f455453d32ec072	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA
5baa80287680b5de72adc0737b131d5f	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured proteobacterium	uncultured proteobacterium
a4f7aae1cb5ee43f994d8ee3010c4dc8	Bacteria	BRC1	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
8d4508da4d31f6aaf4fa75135d43ee86	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	metagenome
4bde9c29f3f6ab6cd90743b5085b31b2	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	metagenome	metagenome
2e6a3b56c391cb048c59529b39e7c76e	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	uncultured bacterium
f2061ebc82c09805b3df64e55b4d6626	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
f4e258dc6f98599f4e787e00af3a5745	Bacteria	NA	NA	NA	NA	NA	NA
12d23d81425478e4b53b6ef3b6820d0b	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	uncultured bacterium
8cd9be9fffb6f576343ad8b151247510	Bacteria	Patescibacteria	Microgenomatia	Candidatus Amesbacteria	NA	NA	NA
b8f0fe2986914887aa23260d07962dc2	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
6e2e59b1d1ed876751e0b787cfb12992	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	metagenome	metagenome	metagenome
81998cf068cd9647faf4ac2fddd0f8c3	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
6f37eb82fc94acbb3d5c1a06ac2e6a00	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured organism	uncultured organism
30ee4e9163e86b1c4c755cc82f14c4da	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	uncultured	metagenome
5010f887383aadb627d5a5f4a84e3ca5	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrionales bacterium Ga0074137
ef7a4512d4015c9033eadf3946331bbd	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	uncultured bacterium
00f3ac434dc1f3adf762d4de97c8ef92	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
35dcdc72572f08b8a3764344c73017fa	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	uncultured Sphingobacteriales bacterium	uncultured Sphingobacteriales bacterium
a2e68d152c9386a88c447f7504472465	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
a168f276482b5e3a7a5c8fd23bd876a4	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila	uncultured bacterium
aabc57fae4f8ee35e4cb991791be33c4	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	uncultured verrucomicrobium DEV059	uncultured verrucomicrobium DEV059
496f2d209d86b2c9a911d9f3f918743c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27	metagenome	metagenome
d2ba68e77f459a55a79e176d9b7babed	Bacteria	NA	NA	NA	NA	NA	NA
88545cc70d9a2a0fc073764292d3c259	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	uncultured bacterium
b8b826c885aabcfac5b62e4ed8781fbc	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
89b549a9dfa55639b23c793a54c3a9ed	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured bacterium	uncultured bacterium
c6830e6b05cc03ba317a55b80572e669	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
3b50e9874fa67e04b49f5a59ecf0059a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter	uncultured bacterium
40c611dad6c1cf0def8396b9ccf96a0e	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	metagenome
054ce2081d90b2327a9bbaf4f940ddb8	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured gamma proteobacterium	uncultured gamma proteobacterium
1b6912f30420eef2e594524ab67c1a07	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA	NA
dd1f38df336a0a0f158959102023e250	Bacteria	NA	NA	NA	NA	NA	NA
8b8074f487d2d31a9ae4e3ca4c4a2863	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	NA	NA	NA
7f65ce24fac7e28cfb9b6430ce094566	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	metagenome
5b1470e6a99ff11d83167943af3e0bc6	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	metagenome
fc6e7698ba112aaaa3a7def8d18985d6	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	uncultured soil bacterium	uncultured soil bacterium	uncultured soil bacterium
f44221f4773fa95a193cb9cc9469fb2e	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	metagenome
1ab334a63bed60f71340585ee897817d	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
662556fcccd4b12d45179973cf1d3a68	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA	NA
