OTUs	HS122	HS123	HS124	HS125	HS126	HS127	HS129	HS130	HS132	HS133	HS134	HS135	HS136	HS137	HS138	HS139	Phylum	Class	Order	Family 	Genus
14662	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14663	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
25547	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylococcus
25652	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25653	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25654	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25655	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25656	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25657	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25658	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25659	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
25660	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga
15552	0	0	0	0	1	3	0	2	0	0	0	0	1	1	1	2	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
15553	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
15554	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus
5884	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium
5885	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium
5886	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium
24408	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Microbulbifer
24409	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Microbulbifer
5899	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
5900	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
5901	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
5902	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Micrococcus
5972	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Microtetraspora
5575	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5576	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5577	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5578	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5580	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5581	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Unassigned	Microthrix
5863	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Modestobacter
10682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Mogibacterium
10683	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Mogibacterium
10684	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Mogibacterium
10685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Mogibacterium
10686	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Mogibacterium
24429	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
9952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum
7288	1	4	0	0	3	2	0	10	0	3	1	0	0	0	2	4	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
7289	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
7290	0	0	0	0	0	0	2	0	3	1	0	1	1	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
7291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
7292	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
7293	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Muricauda
5925	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium
14564	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Mycoplana
25941	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
25942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
25943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
25944	0	1	0	0	6	9	2	2	4	9	6	2	2	2	6	1	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
7294	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Myroides
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	NA	NA	NA	NA	NA
14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA
15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
23	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	NA	NA	NA	NA	NA
24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
26	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
29	0	0	0	0	0	5	0	0	0	0	1	1	0	0	1	1	NA	NA	NA	NA	NA
30	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	NA	NA	NA	NA	NA
32	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA
33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	NA	NA	NA	NA	NA
34	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	NA	NA	NA	NA	NA
35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
36	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
37	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
38	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
39	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	NA	NA	NA	NA	NA
70	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
71	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	NA	NA	NA
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA
75	0	5	1	0	8	22	0	25	5	25	5	51	46	0	17	49	NA	NA	NA	NA	NA
76	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	NA
77	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
78	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA
79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA
80	0	3	0	1	0	4	2	10	19	8	4	12	5	2	17	7	NA	NA	NA	NA	NA
