OTUs	HS122	HS123	HS124	HS125	HS126	HS127	HS129	HS130	HS132	HS133	HS134	HS135	HS136	HS137	HS138	HS139	Phylum	Class	Order	Family 	Genus
15225	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
15226	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Loktanella
7272	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lutibacter
7273	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lutibacter
7274	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lutibacter
7275	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Lutibacter
25753	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
11650	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11652	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11654	0	0	0	0	0	0	2	1	4	2	1	1	1	3	1	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11655	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11656	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11658	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11659	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11660	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11661	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11663	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11664	0	0	2	0	1	0	0	0	0	1	0	0	3	0	0	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11665	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11666	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11667	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11668	0	0	0	0	0	2	0	0	0	7	0	1	3	0	1	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11669	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11672	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11673	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11674	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11675	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11677	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11678	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11679	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11680	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11681	0	0	1	0	1	1	0	2	0	5	0	8	1	0	2	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11682	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11684	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11685	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11686	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11687	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11688	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11690	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11692	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11693	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11694	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11695	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11697	0	0	1	0	0	13	0	2	0	0	2	7	2	0	0	12	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11699	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11700	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11701	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11704	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11705	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11707	0	3	0	0	0	0	0	0	0	0	0	7	0	0	1	2	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11709	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11711	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11713	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11714	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11715	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11716	0	3	1	0	0	22	0	8	1	16	5	32	20	0	9	31	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11717	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11718	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11719	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11720	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11742	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11744	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11745	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11746	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
11747	0	2	3	0	0	1	0	1	1	3	1	1	3	0	4	3	Nitrospira	Nitrospira	Nitrospirales	Nitrospiraceae	Magnetobacterium
20169	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Malonomonas
20170	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Malonomonas
20171	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Malonomonas
7276	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7277	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7278	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7279	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7280	1	6	17	2	11	28	4	1	15	10	3	8	26	4	3	6	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7283	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7284	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7285	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7286	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
7287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Maribacter
14735	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14736	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14737	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14738	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14739	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14740	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14741	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14742	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14743	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14744	27	8	7	7	8	11	7	2	12	7	6	5	11	11	5	5	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14745	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14746	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14747	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14748	4	0	0	4	41	18	0	0	3	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14749	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14750	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
14752	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis
24936	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24937	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24938	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24939	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24940	12	5	5	1	7	7	4	4	4	11	0	3	4	0	17	6	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24941	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24942	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24943	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24944	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	3	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24945	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24946	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24947	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24949	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24950	3	1	6	0	1	9	1	4	0	1	2	2	5	0	3	9	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24952	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24953	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24954	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Marichromatium
24386	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
24387	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
24388	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
24389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24390	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24391	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24394	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24395	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24397	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24398	19	25	4	0	4	8	1	8	2	8	6	19	14	2	37	29	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24400	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24401	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24402	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24404	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24405	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24406	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
24407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacterium
25572	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25573	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25574	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25575	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25576	0	7	0	0	3	0	0	0	0	0	1	3	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25577	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
25578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas
15545	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
14690	1	0	0	1	4	1	0	0	1	0	0	0	1	0	1	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14691	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14692	0	0	5	0	1	12	0	0	2	0	0	2	1	0	0	1	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14693	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14694	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14695	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
14656	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14657	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14658	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14659	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14660	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
14661	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
