Source,Target,Type,Id,Label,timeset,Weight
1472,721,Undirected,31420,,,0.78859
1488,721,Undirected,31421,,,0.678874
1504,721,Undirected,31422,,,0.665919
1516,721,Undirected,31423,,,0.641008
1519,721,Undirected,31424,,,0.769061
1520,721,Undirected,31425,,,0.610039
1522,721,Undirected,31426,,,0.726499
1527,721,Undirected,31427,,,0.77301
1529,721,Undirected,31428,,,0.726542
1565,721,Undirected,31429,,,0.662599
1567,721,Undirected,31430,,,0.672352
1570,721,Undirected,31431,,,0.788889
1571,721,Undirected,31432,,,0.759147
1624,721,Undirected,31433,,,0.712187
1685,721,Undirected,31434,,,0.652901
1759,721,Undirected,31435,,,0.669729
1829,721,Undirected,31436,,,0.774249
1874,721,Undirected,31437,,,0.648115
1885,721,Undirected,31438,,,0.659336
723,722,Undirected,31439,,,0.830136
804,722,Undirected,31440,,,0.797627
837,722,Undirected,31441,,,0.711151
846,722,Undirected,31442,,,0.61651
881,722,Undirected,31443,,,0.721437
907,722,Undirected,31444,,,0.783256
1148,722,Undirected,31445,,,0.637666
1228,722,Undirected,31446,,,0.638298
1250,722,Undirected,31447,,,0.738368
1260,722,Undirected,31448,,,0.608594
1269,722,Undirected,31449,,,0.624846
1675,722,Undirected,31450,,,0.620292
758,723,Undirected,31451,,,0.672091
760,723,Undirected,31452,,,0.63019
804,723,Undirected,31453,,,0.842427
807,723,Undirected,31454,,,0.656402
831,723,Undirected,31455,,,0.646699
842,723,Undirected,31456,,,0.626115
843,723,Undirected,31457,,,0.633752
870,723,Undirected,31458,,,0.658053
878,723,Undirected,31459,,,0.605854
907,723,Undirected,31460,,,0.637778
962,723,Undirected,31461,,,0.616306
1036,723,Undirected,31462,,,0.607728
1064,723,Undirected,31463,,,0.66282
1094,723,Undirected,31464,,,0.644013
1095,723,Undirected,31465,,,0.644342
1101,723,Undirected,31466,,,0.618878
1150,723,Undirected,31467,,,0.62576
1168,723,Undirected,31468,,,0.699588
1228,723,Undirected,31469,,,0.637817
1229,723,Undirected,31470,,,0.603404
1232,723,Undirected,31471,,,0.610981
1269,723,Undirected,31472,,,0.749133
1286,723,Undirected,31473,,,0.620732
1302,723,Undirected,31474,,,0.669459
1320,723,Undirected,31475,,,0.800166
1333,723,Undirected,31476,,,0.613868
1427,723,Undirected,31477,,,0.627662
1555,723,Undirected,31478,,,0.615017
1592,723,Undirected,31479,,,0.812037
1667,723,Undirected,31480,,,0.720827
1668,723,Undirected,31481,,,0.742969
1675,723,Undirected,31482,,,0.690773
1886,723,Undirected,31483,,,0.70976
1903,723,Undirected,31484,,,0.659014
1995,723,Undirected,31485,,,0.615795
745,724,Undirected,31486,,,0.666592
801,724,Undirected,31487,,,0.607123
903,724,Undirected,31488,,,0.679849
1086,724,Undirected,31489,,,0.661837
1305,724,Undirected,31490,,,0.68462
1378,724,Undirected,31491,,,0.663454
1662,724,Undirected,31492,,,0.841006
1994,724,Undirected,31493,,,0.749586
913,725,Undirected,31494,,,0.622083
925,725,Undirected,31495,,,0.75865
930,725,Undirected,31496,,,0.788535
965,725,Undirected,31497,,,0.652901
988,725,Undirected,31498,,,0.644122
1002,725,Undirected,31499,,,0.660233
1070,725,Undirected,31500,,,0.670678
1084,725,Undirected,31501,,,0.609676
1098,725,Undirected,31502,,,0.646768
1106,725,Undirected,31503,,,0.677959
1112,725,Undirected,31504,,,0.643638
1164,725,Undirected,31505,,,0.635315
1173,725,Undirected,31506,,,0.609517
1177,725,Undirected,31507,,,0.672801
1182,725,Undirected,31508,,,0.623881
1233,725,Undirected,31509,,,0.672352
1293,725,Undirected,31510,,,0.625465
1298,725,Undirected,31511,,,0.646768
1300,725,Undirected,31512,,,0.672652
1327,725,Undirected,31513,,,0.758793
1469,725,Undirected,31514,,,0.644329
1639,725,Undirected,31515,,,0.672801
1645,725,Undirected,31516,,,0.648424
1745,725,Undirected,31517,,,0.725847
1806,725,Undirected,31518,,,0.678874
1837,725,Undirected,31519,,,0.605013
1892,725,Undirected,31520,,,0.660233
859,726,Undirected,31521,,,0.740636
925,726,Undirected,31522,,,0.65436
942,726,Undirected,31523,,,0.6057
988,726,Undirected,31524,,,0.695209
1006,726,Undirected,31525,,,0.645639
1008,726,Undirected,31526,,,0.674104
1070,726,Undirected,31527,,,0.765649
1084,726,Undirected,31528,,,0.751156
1106,726,Undirected,31529,,,0.739434
1130,726,Undirected,31530,,,0.651319
1152,726,Undirected,31531,,,0.653206
1173,726,Undirected,31532,,,0.639468
1186,726,Undirected,31533,,,0.623491
1274,726,Undirected,31534,,,0.667141
1282,726,Undirected,31535,,,0.616798
1343,726,Undirected,31536,,,0.702308
1401,726,Undirected,31537,,,0.605046
1419,726,Undirected,31538,,,0.812833
1420,726,Undirected,31539,,,0.661079
1635,726,Undirected,31540,,,0.809674
1645,726,Undirected,31541,,,0.702838
1703,726,Undirected,31542,,,0.738344
1827,726,Undirected,31543,,,0.606641
1891,726,Undirected,31544,,,0.602252
1914,726,Undirected,31545,,,0.730288
816,727,Undirected,31546,,,0.720351
840,727,Undirected,31547,,,0.691499
848,727,Undirected,31548,,,0.612913
869,727,Undirected,31549,,,0.688125
879,727,Undirected,31550,,,0.806738
892,727,Undirected,31551,,,0.632164
896,727,Undirected,31552,,,0.79296
904,727,Undirected,31553,,,0.629035
905,727,Undirected,31554,,,0.61219
928,727,Undirected,31555,,,0.60602
941,727,Undirected,31556,,,0.639932
946,727,Undirected,31557,,,0.624318
954,727,Undirected,31558,,,0.616739
969,727,Undirected,31559,,,0.607797
974,727,Undirected,31560,,,0.649823
999,727,Undirected,31561,,,0.670935
1016,727,Undirected,31562,,,0.837541
1027,727,Undirected,31563,,,0.683077
1030,727,Undirected,31564,,,0.678052
1057,727,Undirected,31565,,,0.601375
1061,727,Undirected,31566,,,0.683726
1081,727,Undirected,31567,,,0.635622
1091,727,Undirected,31568,,,0.710279
1121,727,Undirected,31569,,,0.651863
1154,727,Undirected,31570,,,0.610664
1171,727,Undirected,31571,,,0.790456
1224,727,Undirected,31572,,,0.613198
1235,727,Undirected,31573,,,0.684414
1281,727,Undirected,31574,,,0.69026
1440,727,Undirected,31575,,,0.650963
1495,727,Undirected,31576,,,0.608307
1514,727,Undirected,31577,,,0.666731
1526,727,Undirected,31578,,,0.61327
1533,727,Undirected,31579,,,0.610354
1552,727,Undirected,31580,,,0.634783
1557,727,Undirected,31581,,,0.64055
1558,727,Undirected,31582,,,0.613159
1559,727,Undirected,31583,,,0.710102
1566,727,Undirected,31584,,,0.682216
1572,727,Undirected,31585,,,0.629466
1575,727,Undirected,31586,,,0.730209
1594,727,Undirected,31587,,,0.68245
1595,727,Undirected,31588,,,0.690599
1601,727,Undirected,31589,,,0.600534
1633,727,Undirected,31590,,,0.601866
1650,727,Undirected,31591,,,0.682216
1657,727,Undirected,31592,,,0.60067
1659,727,Undirected,31593,,,0.692812
1664,727,Undirected,31594,,,0.613345
1679,727,Undirected,31595,,,0.643482
1687,727,Undirected,31596,,,0.676789
1688,727,Undirected,31597,,,0.793337
1710,727,Undirected,31598,,,0.7051
1731,727,Undirected,31599,,,0.657271
1741,727,Undirected,31600,,,0.665033
1760,727,Undirected,31601,,,0.663121
1778,727,Undirected,31602,,,0.771906
1782,727,Undirected,31603,,,0.677729
1787,727,Undirected,31604,,,0.672513
1790,727,Undirected,31605,,,0.611905
1824,727,Undirected,31606,,,0.669568
1833,727,Undirected,31607,,,0.71356
1834,727,Undirected,31608,,,0.61162
1858,727,Undirected,31609,,,0.682578
1864,727,Undirected,31610,,,0.685672
1869,727,Undirected,31611,,,0.60626
890,728,Undirected,31612,,,0.648838
1120,728,Undirected,31613,,,0.705102
1140,728,Undirected,31614,,,0.618027
1251,728,Undirected,31615,,,0.704851
1275,728,Undirected,31616,,,0.60762
1347,728,Undirected,31617,,,0.626484
1411,728,Undirected,31618,,,0.638528
1412,728,Undirected,31619,,,0.652236
1431,728,Undirected,31620,,,0.62969
1487,728,Undirected,31621,,,0.621679
1632,728,Undirected,31622,,,0.656651
1696,728,Undirected,31623,,,0.629663
1706,728,Undirected,31624,,,0.677044
1740,728,Undirected,31625,,,0.712346
1771,728,Undirected,31626,,,0.725682
1789,728,Undirected,31627,,,0.605436
1902,728,Undirected,31628,,,0.657402
776,729,Undirected,31629,,,0.649925
788,729,Undirected,31630,,,0.600706
794,729,Undirected,31631,,,0.683391
796,729,Undirected,31632,,,0.642694
802,729,Undirected,31633,,,0.766375
804,729,Undirected,31634,,,0.685083
807,729,Undirected,31635,,,0.665863
835,729,Undirected,31636,,,0.632087
843,729,Undirected,31637,,,0.669074
846,729,Undirected,31638,,,0.767189
852,729,Undirected,31639,,,0.757396
870,729,Undirected,31640,,,0.81077
878,729,Undirected,31641,,,0.683223
883,729,Undirected,31642,,,0.643573
885,729,Undirected,31643,,,0.710145
889,729,Undirected,31644,,,0.653392
895,729,Undirected,31645,,,0.75422
932,729,Undirected,31646,,,0.686923
936,729,Undirected,31647,,,0.663955
955,729,Undirected,31648,,,0.675146
962,729,Undirected,31649,,,0.666874
1010,729,Undirected,31650,,,0.681539
1018,729,Undirected,31651,,,0.63198
1036,729,Undirected,31652,,,0.776785
1064,729,Undirected,31653,,,0.750795
1065,729,Undirected,31654,,,0.759593
1073,729,Undirected,31655,,,0.660388
1074,729,Undirected,31656,,,0.618111
1090,729,Undirected,31657,,,0.609387
1092,729,Undirected,31658,,,0.745931
1099,729,Undirected,31659,,,0.677741
1102,729,Undirected,31660,,,0.696528
1111,729,Undirected,31661,,,0.666726
1118,729,Undirected,31662,,,0.607577
1140,729,Undirected,31663,,,0.654412
1150,729,Undirected,31664,,,0.671422
1158,729,Undirected,31665,,,0.653905
1161,729,Undirected,31666,,,0.655281
1165,729,Undirected,31667,,,0.619825
1175,729,Undirected,31668,,,0.768324
1198,729,Undirected,31669,,,0.721824
1214,729,Undirected,31670,,,0.797657
1221,729,Undirected,31671,,,0.644931
1228,729,Undirected,31672,,,0.757929
1232,729,Undirected,31673,,,0.75755
1243,729,Undirected,31674,,,0.607841
1244,729,Undirected,31675,,,0.607461
1258,729,Undirected,31676,,,0.630084
1262,729,Undirected,31677,,,0.631914
1267,729,Undirected,31678,,,0.612317
1270,729,Undirected,31679,,,0.690996
1275,729,Undirected,31680,,,0.653951
1280,729,Undirected,31681,,,0.797779
1286,729,Undirected,31682,,,0.804853
1288,729,Undirected,31683,,,0.631286
1333,729,Undirected,31684,,,0.747732
1335,729,Undirected,31685,,,0.70168
1336,729,Undirected,31686,,,0.68907
1345,729,Undirected,31687,,,0.664526
1346,729,Undirected,31688,,,0.608816
1347,729,Undirected,31689,,,0.775709
1360,729,Undirected,31690,,,0.608984
1366,729,Undirected,31691,,,0.696323
1368,729,Undirected,31692,,,0.679694
1385,729,Undirected,31693,,,0.717326
1394,729,Undirected,31694,,,0.611371
1395,729,Undirected,31695,,,0.713392
1404,729,Undirected,31696,,,0.685943
1409,729,Undirected,31697,,,0.744123
1411,729,Undirected,31698,,,0.622528
1431,729,Undirected,31699,,,0.704325
1432,729,Undirected,31700,,,0.639834
1447,729,Undirected,31701,,,0.680497
1454,729,Undirected,31702,,,0.657803
1464,729,Undirected,31703,,,0.731406
1476,729,Undirected,31704,,,0.644248
1484,729,Undirected,31705,,,0.804675
1538,729,Undirected,31706,,,0.652239
1544,729,Undirected,31707,,,0.623592
1549,729,Undirected,31708,,,0.791682
1550,729,Undirected,31709,,,0.652511
1555,729,Undirected,31710,,,0.602391
1598,729,Undirected,31711,,,0.612643
1627,729,Undirected,31712,,,0.638257
1632,729,Undirected,31713,,,0.616989
1657,729,Undirected,31714,,,0.648124
1672,729,Undirected,31715,,,0.638666
1677,729,Undirected,31716,,,0.676138
1695,729,Undirected,31717,,,0.687828
1697,729,Undirected,31718,,,0.61637
1735,729,Undirected,31719,,,0.69055
1736,729,Undirected,31720,,,0.685302
1740,729,Undirected,31721,,,0.625543
1758,729,Undirected,31722,,,0.626896
1789,729,Undirected,31723,,,0.742954
1838,729,Undirected,31724,,,0.6864
1847,729,Undirected,31725,,,0.654696
1886,729,Undirected,31726,,,0.721581
1898,729,Undirected,31727,,,0.668803
1902,729,Undirected,31728,,,0.676965
770,730,Undirected,31729,,,0.77548
790,730,Undirected,31730,,,0.628028
812,730,Undirected,31731,,,0.759256
817,730,Undirected,31732,,,0.65662
840,730,Undirected,31733,,,0.815399
928,730,Undirected,31734,,,0.602261
929,730,Undirected,31735,,,0.649549
937,730,Undirected,31736,,,0.83108
938,730,Undirected,31737,,,0.831365
940,730,Undirected,31738,,,0.725073
941,730,Undirected,31739,,,0.690582
944,730,Undirected,31740,,,0.666937
945,730,Undirected,31741,,,0.661091
946,730,Undirected,31742,,,0.7758
947,730,Undirected,31743,,,0.668174
949,730,Undirected,31744,,,0.76794
958,730,Undirected,31745,,,0.745428
959,730,Undirected,31746,,,0.709719
970,730,Undirected,31747,,,0.720168
972,730,Undirected,31748,,,0.769805
1016,730,Undirected,31749,,,0.72633
1024,730,Undirected,31750,,,0.615715
1027,730,Undirected,31751,,,0.830795
1037,730,Undirected,31752,,,0.711697
1050,730,Undirected,31753,,,0.740058
1061,730,Undirected,31754,,,0.758913
1067,730,Undirected,31755,,,0.720175
1068,730,Undirected,31756,,,0.684826
1089,730,Undirected,31757,,,0.728917
1091,730,Undirected,31758,,,0.64372
1123,730,Undirected,31759,,,0.731429
1171,730,Undirected,31760,,,0.603179
1215,730,Undirected,31761,,,0.765791
1235,730,Undirected,31762,,,0.754093
1273,730,Undirected,31763,,,0.840316
1291,730,Undirected,31764,,,0.675393
1378,730,Undirected,31765,,,0.607559
1389,730,Undirected,31766,,,0.662269
1439,730,Undirected,31767,,,0.659097
1441,730,Undirected,31768,,,0.839829
1467,730,Undirected,31769,,,0.617851
1488,730,Undirected,31770,,,0.686551
1514,730,Undirected,31771,,,0.753815
1517,730,Undirected,31772,,,0.62274
1520,730,Undirected,31773,,,0.616937
1552,730,Undirected,31774,,,0.624453
1554,730,Undirected,31775,,,0.62741
1566,730,Undirected,31776,,,0.758913
1579,730,Undirected,31777,,,0.72885
1595,730,Undirected,31778,,,0.765979
1608,730,Undirected,31779,,,0.653431
1613,730,Undirected,31780,,,0.603568
1650,730,Undirected,31781,,,0.758228
1661,730,Undirected,31782,,,0.62741
1688,730,Undirected,31783,,,0.646085
1787,730,Undirected,31784,,,0.66011
1833,730,Undirected,31785,,,0.720452
1836,730,Undirected,31786,,,0.805278
1855,730,Undirected,31787,,,0.680373
1858,730,Undirected,31788,,,0.704231
1863,730,Undirected,31789,,,0.691003
1864,730,Undirected,31790,,,0.744493
1865,730,Undirected,31791,,,0.610561
1871,730,Undirected,31792,,,0.73335
1905,730,Undirected,31793,,,0.70132
913,731,Undirected,31794,,,0.622531
925,731,Undirected,31795,,,0.757588
930,731,Undirected,31796,,,0.788889
965,731,Undirected,31797,,,0.665919
988,731,Undirected,31798,,,0.645037
1002,731,Undirected,31799,,,0.672801
1070,731,Undirected,31800,,,0.669763
1084,731,Undirected,31801,,,0.608761
1098,731,Undirected,31802,,,0.634201
1106,731,Undirected,31803,,,0.678264
1112,731,Undirected,31804,,,0.644291
1164,731,Undirected,31805,,,0.636229
1173,731,Undirected,31806,,,0.610064
1177,731,Undirected,31807,,,0.660233
1182,731,Undirected,31808,,,0.624601
1233,731,Undirected,31809,,,0.659336
1293,731,Undirected,31810,,,0.624313
1298,731,Undirected,31811,,,0.634201
1300,731,Undirected,31812,,,0.659859
1327,731,Undirected,31813,,,0.758084
1469,731,Undirected,31814,,,0.643677
1639,731,Undirected,31815,,,0.660233
1645,731,Undirected,31816,,,0.6501
1745,731,Undirected,31817,,,0.726499
1806,731,Undirected,31818,,,0.679179
1837,731,Undirected,31819,,,0.605623
1892,731,Undirected,31820,,,0.648115
979,732,Undirected,31821,,,0.675742
988,732,Undirected,31822,,,0.717916
1006,732,Undirected,31823,,,0.642941
1008,732,Undirected,31824,,,0.700828
1070,732,Undirected,31825,,,0.694572
1083,732,Undirected,31826,,,0.603654
1084,732,Undirected,31827,,,0.746691
1106,732,Undirected,31828,,,0.685943
1152,732,Undirected,31829,,,0.628785
1163,732,Undirected,31830,,,0.724756
1186,732,Undirected,31831,,,0.617354
1203,732,Undirected,31832,,,0.748414
1212,732,Undirected,31833,,,0.632463
1226,732,Undirected,31834,,,0.619223
1274,732,Undirected,31835,,,0.634526
1282,732,Undirected,31836,,,0.62292
1316,732,Undirected,31837,,,0.622821
1325,732,Undirected,31838,,,0.623189
1343,732,Undirected,31839,,,0.73243
1402,732,Undirected,31840,,,0.840976
1403,732,Undirected,31841,,,0.840093
1419,732,Undirected,31842,,,0.797934
1420,732,Undirected,31843,,,0.697407
1435,732,Undirected,31844,,,0.767207
1451,732,Undirected,31845,,,0.649541
1458,732,Undirected,31846,,,0.729322
1461,732,Undirected,31847,,,0.664183
1463,732,Undirected,31848,,,0.602886
1469,732,Undirected,31849,,,0.619123
1625,732,Undirected,31850,,,0.742467
1635,732,Undirected,31851,,,0.789355
1636,732,Undirected,31852,,,0.7371
1638,732,Undirected,31853,,,0.82944
1645,732,Undirected,31854,,,0.712824
1774,732,Undirected,31855,,,0.7539
1792,732,Undirected,31856,,,0.749271
1808,732,Undirected,31857,,,0.67633
1853,732,Undirected,31858,,,0.619609
1857,732,Undirected,31859,,,0.745243
1860,732,Undirected,31860,,,0.815897
1911,732,Undirected,31861,,,0.643169
1915,732,Undirected,31862,,,0.678361
839,733,Undirected,31863,,,0.720751
916,733,Undirected,31864,,,0.631663
997,733,Undirected,31865,,,0.631808
1109,733,Undirected,31866,,,0.710502
1167,733,Undirected,31867,,,0.633343
1388,733,Undirected,31868,,,0.806227
1406,733,Undirected,31869,,,0.613713
1482,733,Undirected,31870,,,0.739585
1487,733,Undirected,31871,,,0.606567
1716,733,Undirected,31872,,,0.733693
1737,733,Undirected,31873,,,0.635124
1761,733,Undirected,31874,,,0.845197
844,734,Undirected,31875,,,0.672672
874,734,Undirected,31876,,,0.635099
1093,734,Undirected,31877,,,0.670948
1682,734,Undirected,31878,,,0.622531
1711,734,Undirected,31879,,,0.622083
1761,734,Undirected,31880,,,0.622083
1907,734,Undirected,31881,,,0.635099
791,735,Undirected,31882,,,0.659336
847,735,Undirected,31883,,,0.64632
1208,735,Undirected,31884,,,0.666592
1560,735,Undirected,31885,,,0.654248
1764,735,Undirected,31886,,,0.659336
1768,735,Undirected,31887,,,0.640332
1876,735,Undirected,31888,,,0.635099
955,736,Undirected,31889,,,0.619879
1015,736,Undirected,31890,,,0.602383
1036,736,Undirected,31891,,,0.609683
1244,736,Undirected,31892,,,0.637008
738,737,Undirected,31893,,,0.787206
753,737,Undirected,31894,,,0.747337
812,737,Undirected,31895,,,0.646486
840,737,Undirected,31896,,,0.707001
891,737,Undirected,31897,,,0.749816
894,737,Undirected,31898,,,0.747421
937,737,Undirected,31899,,,0.720642
938,737,Undirected,31900,,,0.721156
940,737,Undirected,31901,,,0.623094
943,737,Undirected,31902,,,0.76221
946,737,Undirected,31903,,,0.669432
949,737,Undirected,31904,,,0.66342
958,737,Undirected,31905,,,0.643458
959,737,Undirected,31906,,,0.611825
968,737,Undirected,31907,,,0.748577
970,737,Undirected,31908,,,0.616963
972,737,Undirected,31909,,,0.66366
973,737,Undirected,31910,,,0.748577
978,737,Undirected,31911,,,0.749816
1004,737,Undirected,31912,,,0.785809
1016,737,Undirected,31913,,,0.622526
1027,737,Undirected,31914,,,0.721542
1037,737,Undirected,31915,,,0.827483
1050,737,Undirected,31916,,,0.630084
1061,737,Undirected,31917,,,0.646486
1067,737,Undirected,31918,,,0.633565
1075,737,Undirected,31919,,,0.764157
1089,737,Undirected,31920,,,0.619717
1123,737,Undirected,31921,,,0.809313
1143,737,Undirected,31922,,,0.625706
1215,737,Undirected,31923,,,0.661703
1235,737,Undirected,31924,,,0.64244
1273,737,Undirected,31925,,,0.729094
1287,737,Undirected,31926,,,0.747337
1378,737,Undirected,31927,,,0.725875
1428,737,Undirected,31928,,,0.765051
1439,737,Undirected,31929,,,0.706302
1441,737,Undirected,31930,,,0.729278
1513,737,Undirected,31931,,,0.748577
1514,737,Undirected,31932,,,0.641954
1515,737,Undirected,31933,,,0.784273
1553,737,Undirected,31934,,,0.749816
1562,737,Undirected,31935,,,0.749816
1563,737,Undirected,31936,,,0.764688
1566,737,Undirected,31937,,,0.645403
1569,737,Undirected,31938,,,0.748577
1574,737,Undirected,31939,,,0.749816
1579,737,Undirected,31940,,,0.798186
1585,737,Undirected,31941,,,0.749816
1595,737,Undirected,31942,,,0.661936
1612,737,Undirected,31943,,,0.747421
1650,737,Undirected,31944,,,0.645403
1673,737,Undirected,31945,,,0.771004
1741,737,Undirected,31946,,,0.620954
1757,737,Undirected,31947,,,0.747337
1798,737,Undirected,31948,,,0.782985
1814,737,Undirected,31949,,,0.76398
1832,737,Undirected,31950,,,0.778965
1833,737,Undirected,31951,,,0.616991
1836,737,Undirected,31952,,,0.696191
1858,737,Undirected,31953,,,0.604216
1864,737,Undirected,31954,,,0.634239
1871,737,Undirected,31955,,,0.646309
1905,737,Undirected,31956,,,0.602231
753,738,Undirected,31957,,,0.777205
770,738,Undirected,31958,,,0.691221
792,738,Undirected,31959,,,0.63123
812,738,Undirected,31960,,,0.672744
891,738,Undirected,31961,,,0.778621
894,738,Undirected,31962,,,0.777646
928,738,Undirected,31963,,,0.658908
937,738,Undirected,31964,,,0.743753
938,738,Undirected,31965,,,0.743238
940,738,Undirected,31966,,,0.643486
941,738,Undirected,31967,,,0.609858
943,738,Undirected,31968,,,0.787827
945,738,Undirected,31969,,,0.711912
947,738,Undirected,31970,,,0.719169
949,738,Undirected,31971,,,0.684656
958,738,Undirected,31972,,,0.664455
959,738,Undirected,31973,,,0.637157
968,738,Undirected,31974,,,0.777559
970,738,Undirected,31975,,,0.637128
972,738,Undirected,31976,,,0.684656
973,738,Undirected,31977,,,0.778975
978,738,Undirected,31978,,,0.779329
1004,738,Undirected,31979,,,0.810615
1016,738,Undirected,31980,,,0.811055
1027,738,Undirected,31981,,,0.742981
1037,738,Undirected,31982,,,0.631542
1050,738,Undirected,31983,,,0.655415
1061,738,Undirected,31984,,,0.672125
1067,738,Undirected,31985,,,0.654022
1068,738,Undirected,31986,,,0.604431
1075,738,Undirected,31987,,,0.788889
1089,738,Undirected,31988,,,0.644584
1091,738,Undirected,31989,,,0.697396
1123,738,Undirected,31990,,,0.648427
1143,738,Undirected,31991,,,0.639407
1171,738,Undirected,31992,,,0.6847
1215,738,Undirected,31993,,,0.683018
1235,738,Undirected,31994,,,0.667695
1273,738,Undirected,31995,,,0.759055
1281,738,Undirected,31996,,,0.606392
1287,738,Undirected,31997,,,0.777205
1428,738,Undirected,31998,,,0.78972
1439,738,Undirected,31999,,,0.740407
1441,738,Undirected,32000,,,0.758793
1488,738,Undirected,32001,,,0.608182
1513,738,Undirected,32002,,,0.777559
1514,738,Undirected,32003,,,0.667288
1515,738,Undirected,32004,,,0.808659
1553,738,Undirected,32005,,,0.779329
1562,738,Undirected,32006,,,0.778621
1563,738,Undirected,32007,,,0.788535
1566,738,Undirected,32008,,,0.672435
1569,738,Undirected,32009,,,0.778975
1574,738,Undirected,32010,,,0.779329
1579,738,Undirected,32011,,,0.646838
1585,738,Undirected,32012,,,0.779329
1595,738,Undirected,32013,,,0.683701
1612,738,Undirected,32014,,,0.777646
1622,738,Undirected,32015,,,0.642219
1650,738,Undirected,32016,,,0.671197
1673,738,Undirected,32017,,,0.793296
1686,738,Undirected,32018,,,0.677356
1688,738,Undirected,32019,,,0.747488
1741,738,Undirected,32020,,,0.617321
1757,738,Undirected,32021,,,0.777205
1778,738,Undirected,32022,,,0.61817
1787,738,Undirected,32023,,,0.740849
1798,738,Undirected,32024,,,0.806817
1814,738,Undirected,32025,,,0.768707
1832,738,Undirected,32026,,,0.803073
1833,738,Undirected,32027,,,0.637611
1836,738,Undirected,32028,,,0.719047
1856,738,Undirected,32029,,,0.747816
1858,738,Undirected,32030,,,0.62467
1863,738,Undirected,32031,,,0.608726
1864,738,Undirected,32032,,,0.65903
1865,738,Undirected,32033,,,0.686277
1871,738,Undirected,32034,,,0.666767
1905,738,Undirected,32035,,,0.627874
809,739,Undirected,32036,,,0.62346
879,739,Undirected,32037,,,0.762584
896,739,Undirected,32038,,,0.627773
1237,739,Undirected,32039,,,0.646
1341,739,Undirected,32040,,,0.603155
1452,739,Undirected,32041,,,0.73789
1617,739,Undirected,32042,,,0.654543
1747,739,Undirected,32043,,,0.627352
1786,739,Undirected,32044,,,0.728785
1861,739,Undirected,32045,,,0.610811
761,740,Undirected,32046,,,0.670464
938,740,Undirected,32047,,,0.632247
943,740,Undirected,32048,,,0.698444
949,740,Undirected,32049,,,0.626804
958,740,Undirected,32050,,,0.747556
1067,740,Undirected,32051,,,0.789312
1075,740,Undirected,32052,,,0.699423
1209,740,Undirected,32053,,,0.603095
1445,740,Undirected,32054,,,0.690941
1563,740,Undirected,32055,,,0.699096
1673,740,Undirected,32056,,,0.713643
1766,740,Undirected,32057,,,0.670062
1863,740,Undirected,32058,,,0.637685
750,741,Undirected,32059,,,0.840614
785,741,Undirected,32060,,,0.840904
790,741,Undirected,32061,,,0.645822
810,741,Undirected,32062,,,0.729945
821,741,Undirected,32063,,,0.637621
851,741,Undirected,32064,,,0.824095
853,741,Undirected,32065,,,0.758228
866,741,Undirected,32066,,,0.729945
902,741,Undirected,32067,,,0.813974
929,741,Undirected,32068,,,0.602738
972,741,Undirected,32069,,,0.706399
1000,741,Undirected,32070,,,0.753236
1024,741,Undirected,32071,,,0.698305
1041,741,Undirected,32072,,,0.758228
1051,741,Undirected,32073,,,0.817372
1053,741,Undirected,32074,,,0.758228
1085,741,Undirected,32075,,,0.720518
1147,741,Undirected,32076,,,0.830795
1210,741,Undirected,32077,,,0.776332
1211,741,Undirected,32078,,,0.680682
1257,741,Undirected,32079,,,0.680016
1271,741,Undirected,32080,,,0.815684
1291,741,Undirected,32081,,,0.723815
1362,741,Undirected,32082,,,0.601578
1472,741,Undirected,32083,,,0.680064
1488,741,Undirected,32084,,,0.776066
1516,741,Undirected,32085,,,0.716868
1519,741,Undirected,32086,,,0.662068
1520,741,Undirected,32087,,,0.697376
1521,741,Undirected,32088,,,0.758228
1522,741,Undirected,32089,,,0.83051
1527,741,Undirected,32090,,,0.666679
1529,741,Undirected,32091,,,0.819225
1554,741,Undirected,32092,,,0.646131
1565,741,Undirected,32093,,,0.79777
1571,741,Undirected,32094,,,0.653868
1600,741,Undirected,32095,,,0.749829
1608,741,Undirected,32096,,,0.645074
1613,741,Undirected,32097,,,0.668109
1624,741,Undirected,32098,,,0.803116
1661,741,Undirected,32099,,,0.645822
1684,741,Undirected,32100,,,0.748457
1685,741,Undirected,32101,,,0.840904
1759,741,Undirected,32102,,,0.775533
1874,741,Undirected,32103,,,0.839829
1875,741,Undirected,32104,,,0.72086
801,742,Undirected,32105,,,0.680718
1037,742,Undirected,32106,,,0.616603
1096,742,Undirected,32107,,,0.70767
1121,742,Undirected,32108,,,0.608412
1123,742,Undirected,32109,,,0.681754
1168,742,Undirected,32110,,,0.686495
1260,742,Undirected,32111,,,0.701624
1261,742,Undirected,32112,,,0.686083
1361,742,Undirected,32113,,,0.623996
1378,742,Undirected,32114,,,0.637836
1405,742,Undirected,32115,,,0.721741
1494,742,Undirected,32116,,,0.604674
1663,742,Undirected,32117,,,0.616836
1741,742,Undirected,32118,,,0.604752
1862,742,Undirected,32119,,,0.604405
1948,742,Undirected,32120,,,0.658095
761,743,Undirected,32121,,,0.657203
784,743,Undirected,32122,,,0.619464
803,743,Undirected,32123,,,0.735654
808,743,Undirected,32124,,,0.603544
895,743,Undirected,32125,,,0.619596
927,743,Undirected,32126,,,0.649145
