Source,Target,Type,Id,Label,timeset,Weight
1336,136,Undirected,6669,,,0.614106
1347,136,Undirected,6670,,,0.74746
1360,136,Undirected,6671,,,0.779713
1379,136,Undirected,6672,,,0.79529
1385,136,Undirected,6673,,,0.746256
1394,136,Undirected,6674,,,0.657217
1404,136,Undirected,6675,,,0.833083
1409,136,Undirected,6676,,,0.698185
1411,136,Undirected,6677,,,0.677475
1414,136,Undirected,6678,,,0.610044
1431,136,Undirected,6679,,,0.730801
1432,136,Undirected,6680,,,0.784334
1447,136,Undirected,6681,,,0.665181
1464,136,Undirected,6682,,,0.675846
1474,136,Undirected,6683,,,0.635082
1476,136,Undirected,6684,,,0.742521
1487,136,Undirected,6685,,,0.652906
1524,136,Undirected,6686,,,0.696479
1534,136,Undirected,6687,,,0.630163
1537,136,Undirected,6688,,,0.608631
1538,136,Undirected,6689,,,0.675433
1549,136,Undirected,6690,,,0.726077
1550,136,Undirected,6691,,,0.601958
1620,136,Undirected,6692,,,0.635862
1630,136,Undirected,6693,,,0.617235
1632,136,Undirected,6694,,,0.793277
1656,136,Undirected,6695,,,0.684385
1657,136,Undirected,6696,,,0.670875
1660,136,Undirected,6697,,,0.664866
1671,136,Undirected,6698,,,0.665791
1672,136,Undirected,6699,,,0.722848
1677,136,Undirected,6700,,,0.623184
1692,136,Undirected,6701,,,0.692748
1695,136,Undirected,6702,,,0.69334
1697,136,Undirected,6703,,,0.834593
1706,136,Undirected,6704,,,0.684752
1708,136,Undirected,6705,,,0.66929
1721,136,Undirected,6706,,,0.618829
1723,136,Undirected,6707,,,0.660996
1735,136,Undirected,6708,,,0.819724
1736,136,Undirected,6709,,,0.623609
1740,136,Undirected,6710,,,0.6387
1742,136,Undirected,6711,,,0.700876
1763,136,Undirected,6712,,,0.61985
1776,136,Undirected,6713,,,0.644058
1789,136,Undirected,6714,,,0.71671
1791,136,Undirected,6715,,,0.708056
1821,136,Undirected,6716,,,0.664991
1838,136,Undirected,6717,,,0.841481
1880,136,Undirected,6718,,,0.624015
1882,136,Undirected,6719,,,0.627183
1897,136,Undirected,6720,,,0.654663
1898,136,Undirected,6721,,,0.782438
1902,136,Undirected,6722,,,0.719553
196,137,Undirected,6723,,,0.628413
600,137,Undirected,6724,,,0.723556
722,137,Undirected,6725,,,0.711151
801,137,Undirected,6726,,,0.647167
837,137,Undirected,6727,,,0.701612
881,137,Undirected,6728,,,0.710955
1148,137,Undirected,6729,,,0.628513
1260,137,Undirected,6730,,,0.632657
1558,137,Undirected,6731,,,0.64365
166,138,Undirected,6732,,,0.665919
175,138,Undirected,6733,,,0.672352
193,138,Undirected,6734,,,0.659336
195,138,Undirected,6735,,,0.660233
208,138,Undirected,6736,,,0.659336
281,138,Undirected,6737,,,0.646768
282,138,Undirected,6738,,,0.659336
348,138,Undirected,6739,,,0.659336
416,138,Undirected,6740,,,0.672352
426,138,Undirected,6741,,,0.666592
534,138,Undirected,6742,,,0.647217
535,138,Undirected,6743,,,0.660233
601,138,Undirected,6744,,,0.666592
622,138,Undirected,6745,,,0.601286
636,138,Undirected,6746,,,0.666592
660,138,Undirected,6747,,,0.646768
686,138,Undirected,6748,,,0.672352
690,138,Undirected,6749,,,0.660233
696,138,Undirected,6750,,,0.672801
721,138,Undirected,6751,,,0.672352
749,138,Undirected,6752,,,0.666592
769,138,Undirected,6753,,,0.646768
819,138,Undirected,6754,,,0.672352
822,138,Undirected,6755,,,0.659336
856,138,Undirected,6756,,,0.660233
900,138,Undirected,6757,,,0.646768
906,138,Undirected,6758,,,0.672801
975,138,Undirected,6759,,,0.660233
995,138,Undirected,6760,,,0.660233
1025,138,Undirected,6761,,,0.660233
1028,138,Undirected,6762,,,0.672801
1042,138,Undirected,6763,,,0.647217
1045,138,Undirected,6764,,,0.659336
1046,138,Undirected,6765,,,0.672801
1047,138,Undirected,6766,,,0.672801
1097,138,Undirected,6767,,,0.672801
1170,138,Undirected,6768,,,0.646768
1217,138,Undirected,6769,,,0.672801
1219,138,Undirected,6770,,,0.660233
1220,138,Undirected,6771,,,0.647065
1246,138,Undirected,6772,,,0.660233
1256,138,Undirected,6773,,,0.672352
1259,138,Undirected,6774,,,0.659336
1301,138,Undirected,6775,,,0.647065
1331,138,Undirected,6776,,,0.660415
1370,138,Undirected,6777,,,0.660233
1371,138,Undirected,6778,,,0.646768
1372,138,Undirected,6779,,,0.646768
1504,138,Undirected,6780,,,0.666592
1508,138,Undirected,6781,,,0.647217
1523,138,Undirected,6782,,,0.659336
1528,138,Undirected,6783,,,0.672801
1532,138,Undirected,6784,,,0.660233
1556,138,Undirected,6785,,,0.660233
1564,138,Undirected,6786,,,0.672801
1567,138,Undirected,6787,,,0.672801
1568,138,Undirected,6788,,,0.660233
1609,138,Undirected,6789,,,0.672801
1610,138,Undirected,6790,,,0.660233
1611,138,Undirected,6791,,,0.672801
1619,138,Undirected,6792,,,0.660081
1683,138,Undirected,6793,,,0.659336
1689,138,Undirected,6794,,,0.672352
1830,138,Undirected,6795,,,0.672801
1923,138,Undirected,6796,,,0.672801
611,139,Undirected,6797,,,0.672165
1251,139,Undirected,6798,,,0.660233
1252,139,Undirected,6799,,,0.672652
1446,139,Undirected,6800,,,0.652901
1560,139,Undirected,6801,,,0.64123
1733,139,Undirected,6802,,,0.646768
1933,139,Undirected,6803,,,0.672352
1969,139,Undirected,6804,,,0.659336
147,140,Undirected,6805,,,0.759055
161,140,Undirected,6806,,,0.63348
299,140,Undirected,6807,,,0.644971
300,140,Undirected,6808,,,0.612105
320,140,Undirected,6809,,,0.698035
322,140,Undirected,6810,,,0.677111
323,140,Undirected,6811,,,0.640036
399,140,Undirected,6812,,,0.635267
412,140,Undirected,6813,,,0.641293
514,140,Undirected,6814,,,0.66081
538,140,Undirected,6815,,,0.640762
542,140,Undirected,6816,,,0.759586
544,140,Undirected,6817,,,0.769147
575,140,Undirected,6818,,,0.661166
948,140,Undirected,6819,,,0.757461
1021,140,Undirected,6820,,,0.64036
1126,140,Undirected,6821,,,0.840316
1179,140,Undirected,6822,,,0.717126
1415,140,Undirected,6823,,,0.698687
1473,140,Undirected,6824,,,0.749494
1636,140,Undirected,6825,,,0.619652
1649,140,Undirected,6826,,,0.840976
1752,140,Undirected,6827,,,0.646801
1753,140,Undirected,6828,,,0.726744
1895,140,Undirected,6829,,,0.644564
1916,140,Undirected,6830,,,0.68176
1917,140,Undirected,6831,,,0.666833
1918,140,Undirected,6832,,,0.712349
1919,140,Undirected,6833,,,0.717935
145,141,Undirected,6834,,,0.66607
159,141,Undirected,6835,,,0.734495
168,141,Undirected,6836,,,0.621163
178,141,Undirected,6837,,,0.685269
189,141,Undirected,6838,,,0.640433
197,141,Undirected,6839,,,0.680361
201,141,Undirected,6840,,,0.731214
212,141,Undirected,6841,,,0.684699
216,141,Undirected,6842,,,0.620086
218,141,Undirected,6843,,,0.640336
223,141,Undirected,6844,,,0.687067
224,141,Undirected,6845,,,0.755017
259,141,Undirected,6846,,,0.730256
260,141,Undirected,6847,,,0.755913
261,141,Undirected,6848,,,0.812744
295,141,Undirected,6849,,,0.761847
352,141,Undirected,6850,,,0.767658
419,141,Undirected,6851,,,0.676656
436,141,Undirected,6852,,,0.714817
473,141,Undirected,6853,,,0.694645
496,141,Undirected,6854,,,0.600157
521,141,Undirected,6855,,,0.715842
525,141,Undirected,6856,,,0.603403
529,141,Undirected,6857,,,0.66983
552,141,Undirected,6858,,,0.618932
577,141,Undirected,6859,,,0.617072
584,141,Undirected,6860,,,0.725535
614,141,Undirected,6861,,,0.739287
684,141,Undirected,6862,,,0.604323
699,141,Undirected,6863,,,0.625699
729,141,Undirected,6864,,,0.697415
760,141,Undirected,6865,,,0.748226
793,141,Undirected,6866,,,0.647006
794,141,Undirected,6867,,,0.75037
796,141,Undirected,6868,,,0.647766
800,141,Undirected,6869,,,0.646496
802,141,Undirected,6870,,,0.656463
807,141,Undirected,6871,,,0.640843
835,141,Undirected,6872,,,0.689192
850,141,Undirected,6873,,,0.623557
864,141,Undirected,6874,,,0.737233
870,141,Undirected,6875,,,0.690676
878,141,Undirected,6876,,,0.802272
883,141,Undirected,6877,,,0.709806
885,141,Undirected,6878,,,0.609588
887,141,Undirected,6879,,,0.719688
889,141,Undirected,6880,,,0.627997
932,141,Undirected,6881,,,0.713025
936,141,Undirected,6882,,,0.672166
955,141,Undirected,6883,,,0.665386
996,141,Undirected,6884,,,0.602228
1010,141,Undirected,6885,,,0.67752
1013,141,Undirected,6886,,,0.697136
1018,141,Undirected,6887,,,0.64356
1036,141,Undirected,6888,,,0.656191
1059,141,Undirected,6889,,,0.69626
1064,141,Undirected,6890,,,0.663891
1065,141,Undirected,6891,,,0.704143
1073,141,Undirected,6892,,,0.670643
1074,141,Undirected,6893,,,0.758791
1092,141,Undirected,6894,,,0.646758
1094,141,Undirected,6895,,,0.703878
1095,141,Undirected,6896,,,0.765867
1099,141,Undirected,6897,,,0.649101
1102,141,Undirected,6898,,,0.654995
1111,141,Undirected,6899,,,0.765121
1114,141,Undirected,6900,,,0.742279
1118,141,Undirected,6901,,,0.631649
1119,141,Undirected,6902,,,0.617738
1140,141,Undirected,6903,,,0.756755
1141,141,Undirected,6904,,,0.607967
1150,141,Undirected,6905,,,0.694882
1157,141,Undirected,6906,,,0.619275
1158,141,Undirected,6907,,,0.652992
1160,141,Undirected,6908,,,0.703458
1161,141,Undirected,6909,,,0.749327
1198,141,Undirected,6910,,,0.753805
1221,141,Undirected,6911,,,0.646352
1238,141,Undirected,6912,,,0.617487
1249,141,Undirected,6913,,,0.678783
1262,141,Undirected,6914,,,0.728561
1270,141,Undirected,6915,,,0.613734
1275,141,Undirected,6916,,,0.774679
1277,141,Undirected,6917,,,0.631924
1280,141,Undirected,6918,,,0.701073
1286,141,Undirected,6919,,,0.763685
1288,141,Undirected,6920,,,0.608019
1302,141,Undirected,6921,,,0.640153
1309,141,Undirected,6922,,,0.631321
1333,141,Undirected,6923,,,0.643767
1336,141,Undirected,6924,,,0.639239
1346,141,Undirected,6925,,,0.758262
1347,141,Undirected,6926,,,0.787641
1360,141,Undirected,6927,,,0.820381
1366,141,Undirected,6928,,,0.768295
1379,141,Undirected,6929,,,0.790438
1385,141,Undirected,6930,,,0.760138
1394,141,Undirected,6931,,,0.702773
1395,141,Undirected,6932,,,0.711065
1404,141,Undirected,6933,,,0.81112
1409,141,Undirected,6934,,,0.656027
1410,141,Undirected,6935,,,0.657316
1411,141,Undirected,6936,,,0.805684
1412,141,Undirected,6937,,,0.677269
1414,141,Undirected,6938,,,0.678069
1426,141,Undirected,6939,,,0.713797
1427,141,Undirected,6940,,,0.743552
1431,141,Undirected,6941,,,0.694841
1432,141,Undirected,6942,,,0.648339
1447,141,Undirected,6943,,,0.688045
1464,141,Undirected,6944,,,0.766368
1476,141,Undirected,6945,,,0.688
1487,141,Undirected,6946,,,0.642093
1537,141,Undirected,6947,,,0.608422
1544,141,Undirected,6948,,,0.608793
1549,141,Undirected,6949,,,0.693888
1584,141,Undirected,6950,,,0.699607
1632,141,Undirected,6951,,,0.802741
1657,141,Undirected,6952,,,0.655173
1667,141,Undirected,6953,,,0.628451
1668,141,Undirected,6954,,,0.61238
1671,141,Undirected,6955,,,0.616503
1672,141,Undirected,6956,,,0.691351
1674,141,Undirected,6957,,,0.672453
1677,141,Undirected,6958,,,0.64182
1692,141,Undirected,6959,,,0.680172
1695,141,Undirected,6960,,,0.707717
1696,141,Undirected,6961,,,0.669827
1697,141,Undirected,6962,,,0.726891
1706,141,Undirected,6963,,,0.73734
1708,141,Undirected,6964,,,0.67218
1723,141,Undirected,6965,,,0.637334
1731,141,Undirected,6966,,,0.652542
1736,141,Undirected,6967,,,0.714375
1740,141,Undirected,6968,,,0.771249
1742,141,Undirected,6969,,,0.605699
1763,141,Undirected,6970,,,0.698362
1773,141,Undirected,6971,,,0.697551
1777,141,Undirected,6972,,,0.601685
1789,141,Undirected,6973,,,0.725245
1791,141,Undirected,6974,,,0.668049
1838,141,Undirected,6975,,,0.743146
1882,141,Undirected,6976,,,0.635809
1883,141,Undirected,6977,,,0.6709
1898,141,Undirected,6978,,,0.71765
1902,141,Undirected,6979,,,0.7057
207,142,Undirected,6980,,,0.654182
263,142,Undirected,6981,,,0.670643
266,142,Undirected,6982,,,0.662334
454,142,Undirected,6983,,,0.750104
547,142,Undirected,6984,,,0.622262
1040,142,Undirected,6985,,,0.717391
1117,142,Undirected,6986,,,0.776599
1289,142,Undirected,6987,,,0.62888
1801,142,Undirected,6988,,,0.640888
144,143,Undirected,6989,,,0.754063
147,143,Undirected,6990,,,0.731394
149,143,Undirected,6991,,,0.6933
151,143,Undirected,6992,,,0.776679
161,143,Undirected,6993,,,0.753451
177,143,Undirected,6994,,,0.685773
187,143,Undirected,6995,,,0.814444
241,143,Undirected,6996,,,0.732038
247,143,Undirected,6997,,,0.771653
248,143,Undirected,6998,,,0.726539
278,143,Undirected,6999,,,0.731627
279,143,Undirected,7000,,,0.785159
284,143,Undirected,7001,,,0.772962
299,143,Undirected,7002,,,0.703627
300,143,Undirected,7003,,,0.623439
302,143,Undirected,7004,,,0.668571
306,143,Undirected,7005,,,0.696552
308,143,Undirected,7006,,,0.744754
311,143,Undirected,7007,,,0.820716
317,143,Undirected,7008,,,0.809348
318,143,Undirected,7009,,,0.77475
320,143,Undirected,7010,,,0.608309
321,143,Undirected,7011,,,0.795766
325,143,Undirected,7012,,,0.667376
329,143,Undirected,7013,,,0.688333
349,143,Undirected,7014,,,0.685022
351,143,Undirected,7015,,,0.835099
355,143,Undirected,7016,,,0.809087
376,143,Undirected,7017,,,0.656406
399,143,Undirected,7018,,,0.819835
403,143,Undirected,7019,,,0.667874
409,143,Undirected,7020,,,0.671825
443,143,Undirected,7021,,,0.761488
444,143,Undirected,7022,,,0.664748
484,143,Undirected,7023,,,0.784303
488,143,Undirected,7024,,,0.66897
514,143,Undirected,7025,,,0.676183
518,143,Undirected,7026,,,0.639727
538,143,Undirected,7027,,,0.770499
544,143,Undirected,7028,,,0.705007
545,143,Undirected,7029,,,0.640185
592,143,Undirected,7030,,,0.749651
593,143,Undirected,7031,,,0.818842
594,143,Undirected,7032,,,0.764181
598,143,Undirected,7033,,,0.68606
639,143,Undirected,7034,,,0.774022
647,143,Undirected,7035,,,0.668289
648,143,Undirected,7036,,,0.605899
674,143,Undirected,7037,,,0.633878
675,143,Undirected,7038,,,0.831611
678,143,Undirected,7039,,,0.608612
681,143,Undirected,7040,,,0.662032
787,143,Undirected,7041,,,0.70142
858,143,Undirected,7042,,,0.702649
923,143,Undirected,7043,,,0.682492
960,143,Undirected,7044,,,0.70684
963,143,Undirected,7045,,,0.620693
981,143,Undirected,7046,,,0.63526
983,143,Undirected,7047,,,0.673168
987,143,Undirected,7048,,,0.717668
1021,143,Undirected,7049,,,0.642589
1022,143,Undirected,7050,,,0.691628
1083,143,Undirected,7051,,,0.744125
1126,143,Undirected,7052,,,0.649595
1131,143,Undirected,7053,,,0.756746
1152,143,Undirected,7054,,,0.72859
1173,143,Undirected,7055,,,0.661927
1179,143,Undirected,7056,,,0.760363
1186,143,Undirected,7057,,,0.735385
1216,143,Undirected,7058,,,0.791498
1226,143,Undirected,7059,,,0.684483
1253,143,Undirected,7060,,,0.807798
1310,143,Undirected,7061,,,0.739072
1344,143,Undirected,7062,,,0.82443
1415,143,Undirected,7063,,,0.758079
1416,143,Undirected,7064,,,0.76465
1417,143,Undirected,7065,,,0.683659
1418,143,Undirected,7066,,,0.69675
1421,143,Undirected,7067,,,0.746696
1433,143,Undirected,7068,,,0.747278
1437,143,Undirected,7069,,,0.66376
1451,143,Undirected,7070,,,0.688312
1456,143,Undirected,7071,,,0.770665
1462,143,Undirected,7072,,,0.701987
1531,143,Undirected,7073,,,0.811789
1536,143,Undirected,7074,,,0.63154
1636,143,Undirected,7075,,,0.667007
1649,143,Undirected,7076,,,0.636581
1653,143,Undirected,7077,,,0.704138
1658,143,Undirected,7078,,,0.700698
1720,143,Undirected,7079,,,0.681514
1748,143,Undirected,7080,,,0.61241
1753,143,Undirected,7081,,,0.760278
1803,143,Undirected,7082,,,0.662787
1822,143,Undirected,7083,,,0.684889
1837,143,Undirected,7084,,,0.640213
1853,143,Undirected,7085,,,0.713189
1854,143,Undirected,7086,,,0.792116
1891,143,Undirected,7087,,,0.785204
1894,143,Undirected,7088,,,0.792982
1911,143,Undirected,7089,,,0.717728
1912,143,Undirected,7090,,,0.635241
1915,143,Undirected,7091,,,0.668179
1917,143,Undirected,7092,,,0.767855
1918,143,Undirected,7093,,,0.772336
1919,143,Undirected,7094,,,0.776437
1921,143,Undirected,7095,,,0.735449
149,144,Undirected,7096,,,0.658264
152,144,Undirected,7097,,,0.627245
177,144,Undirected,7098,,,0.673554
186,144,Undirected,7099,,,0.741162
187,144,Undirected,7100,,,0.742439
241,144,Undirected,7101,,,0.667466
247,144,Undirected,7102,,,0.818443
248,144,Undirected,7103,,,0.766467
278,144,Undirected,7104,,,0.799933
283,144,Undirected,7105,,,0.801915
291,144,Undirected,7106,,,0.739726
299,144,Undirected,7107,,,0.811122
300,144,Undirected,7108,,,0.736276
302,144,Undirected,7109,,,0.786198
303,144,Undirected,7110,,,0.670253
305,144,Undirected,7111,,,0.608159
308,144,Undirected,7112,,,0.712726
311,144,Undirected,7113,,,0.733216
317,144,Undirected,7114,,,0.666041
318,144,Undirected,7115,,,0.737131
329,144,Undirected,7116,,,0.615822
349,144,Undirected,7117,,,0.746073
376,144,Undirected,7118,,,0.782852
399,144,Undirected,7119,,,0.673573
405,144,Undirected,7120,,,0.605309
406,144,Undirected,7121,,,0.650029
409,144,Undirected,7122,,,0.800623
410,144,Undirected,7123,,,0.669198
441,144,Undirected,7124,,,0.618105
444,144,Undirected,7125,,,0.661023
453,144,Undirected,7126,,,0.642413
498,144,Undirected,7127,,,0.64228
514,144,Undirected,7128,,,0.635154
544,144,Undirected,7129,,,0.642145
574,144,Undirected,7130,,,0.684362
591,144,Undirected,7131,,,0.698428
592,144,Undirected,7132,,,0.749988
593,144,Undirected,7133,,,0.799798
594,144,Undirected,7134,,,0.748708
639,144,Undirected,7135,,,0.673856
645,144,Undirected,7136,,,0.63981
647,144,Undirected,7137,,,0.804451
648,144,Undirected,7138,,,0.734173
655,144,Undirected,7139,,,0.664645
656,144,Undirected,7140,,,0.636602
674,144,Undirected,7141,,,0.611297
678,144,Undirected,7142,,,0.607952
726,144,Undirected,7143,,,0.623467
787,144,Undirected,7144,,,0.696348
923,144,Undirected,7145,,,0.786227
925,144,Undirected,7146,,,0.691591
942,144,Undirected,7147,,,0.655079
948,144,Undirected,7148,,,0.65601
979,144,Undirected,7149,,,0.617519
983,144,Undirected,7150,,,0.646139
987,144,Undirected,7151,,,0.823297
988,144,Undirected,7152,,,0.791047
1006,144,Undirected,7153,,,0.701924
1008,144,Undirected,7154,,,0.845168
1021,144,Undirected,7155,,,0.624624
1022,144,Undirected,7156,,,0.704584
1033,144,Undirected,7157,,,0.670244
1070,144,Undirected,7158,,,0.79581
1084,144,Undirected,7159,,,0.794432
1106,144,Undirected,7160,,,0.795323
1130,144,Undirected,7161,,,0.677366
1149,144,Undirected,7162,,,0.603221
1179,144,Undirected,7163,,,0.716394
1226,144,Undirected,7164,,,0.713393
1274,144,Undirected,7165,,,0.665274
1316,144,Undirected,7166,,,0.618554
1343,144,Undirected,7167,,,0.745586
1344,144,Undirected,7168,,,0.843954
1401,144,Undirected,7169,,,0.615143
1415,144,Undirected,7170,,,0.715546
1416,144,Undirected,7171,,,0.682881
1417,144,Undirected,7172,,,0.674087
1418,144,Undirected,7173,,,0.801908
1419,144,Undirected,7174,,,0.741868
1420,144,Undirected,7175,,,0.688716
1421,144,Undirected,7176,,,0.728188
1433,144,Undirected,7177,,,0.601725
1451,144,Undirected,7178,,,0.68866
1456,144,Undirected,7179,,,0.80035
1461,144,Undirected,7180,,,0.615596
1462,144,Undirected,7181,,,0.614416
1469,144,Undirected,7182,,,0.703587
1486,144,Undirected,7183,,,0.755671
1531,144,Undirected,7184,,,0.71148
1635,144,Undirected,7185,,,0.742675
1636,144,Undirected,7186,,,0.811358
1645,144,Undirected,7187,,,0.794562
1649,144,Undirected,7188,,,0.604835
1653,144,Undirected,7189,,,0.735378
1658,144,Undirected,7190,,,0.676367
1720,144,Undirected,7191,,,0.714427
1724,144,Undirected,7192,,,0.7368
1745,144,Undirected,7193,,,0.704784
1748,144,Undirected,7194,,,0.793344
1753,144,Undirected,7195,,,0.719274
1781,144,Undirected,7196,,,0.616828
1806,144,Undirected,7197,,,0.650209
1808,144,Undirected,7198,,,0.638361
1827,144,Undirected,7199,,,0.658436
1837,144,Undirected,7200,,,0.785071
1853,144,Undirected,7201,,,0.734423
1854,144,Undirected,7202,,,0.78213
1860,144,Undirected,7203,,,0.726043
1894,144,Undirected,7204,,,0.813351
1912,144,Undirected,7205,,,0.648642
1915,144,Undirected,7206,,,0.688786
1919,144,Undirected,7207,,,0.739866
1921,144,Undirected,7208,,,0.843945
159,145,Undirected,7209,,,0.712872
223,145,Undirected,7210,,,0.664139
224,145,Undirected,7211,,,0.602036
239,145,Undirected,7212,,,0.604348
259,145,Undirected,7213,,,0.71831
260,145,Undirected,7214,,,0.673563
261,145,Undirected,7215,,,0.68926
392,145,Undirected,7216,,,0.632522
436,145,Undirected,7217,,,0.802764
439,145,Undirected,7218,,,0.69896
457,145,Undirected,7219,,,0.603932
490,145,Undirected,7220,,,0.624871
496,145,Undirected,7221,,,0.631825
509,145,Undirected,7222,,,0.733195
552,145,Undirected,7223,,,0.763442
629,145,Undirected,7224,,,0.735607
760,145,Undirected,7225,,,0.614389
793,145,Undirected,7226,,,0.647207
794,145,Undirected,7227,,,0.742405
800,145,Undirected,7228,,,0.64852
803,145,Undirected,7229,,,0.615143
864,145,Undirected,7230,,,0.629106
876,145,Undirected,7231,,,0.686986
878,145,Undirected,7232,,,0.668112
887,145,Undirected,7233,,,0.658155
895,145,Undirected,7234,,,0.617045
927,145,Undirected,7235,,,0.654079
936,145,Undirected,7236,,,0.6775
950,145,Undirected,7237,,,0.614274
1010,145,Undirected,7238,,,0.627691
1038,145,Undirected,7239,,,0.625374
1065,145,Undirected,7240,,,0.611216
1073,145,Undirected,7241,,,0.714011
1077,145,Undirected,7242,,,0.64211
1102,145,Undirected,7243,,,0.66906
1111,145,Undirected,7244,,,0.767469
1140,145,Undirected,7245,,,0.724942
1150,145,Undirected,7246,,,0.645364
1158,145,Undirected,7247,,,0.627851
1160,145,Undirected,7248,,,0.749177
1161,145,Undirected,7249,,,0.634071
1175,145,Undirected,7250,,,0.602276
1176,145,Undirected,7251,,,0.671977
1198,145,Undirected,7252,,,0.658048
1249,145,Undirected,7253,,,0.708176
1263,145,Undirected,7254,,,0.70296
1275,145,Undirected,7255,,,0.789054
1280,145,Undirected,7256,,,0.639925
1286,145,Undirected,7257,,,0.672718
1336,145,Undirected,7258,,,0.60653
1347,145,Undirected,7259,,,0.763833
1357,145,Undirected,7260,,,0.671222
1366,145,Undirected,7261,,,0.631259
1368,145,Undirected,7262,,,0.653736
1379,145,Undirected,7263,,,0.723257
1385,145,Undirected,7264,,,0.63925
1388,145,Undirected,7265,,,0.611756
1404,145,Undirected,7266,,,0.832153
1409,145,Undirected,7267,,,0.699979
1410,145,Undirected,7268,,,0.739532
1411,145,Undirected,7269,,,0.707347
1412,145,Undirected,7270,,,0.631904
1414,145,Undirected,7271,,,0.61266
1427,145,Undirected,7272,,,0.606846
1431,145,Undirected,7273,,,0.701659
1464,145,Undirected,7274,,,0.697106
1474,145,Undirected,7275,,,0.644984
1476,145,Undirected,7276,,,0.62595
1480,145,Undirected,7277,,,0.601863
1487,145,Undirected,7278,,,0.775421
1538,145,Undirected,7279,,,0.604571
1549,145,Undirected,7280,,,0.63162
1620,145,Undirected,7281,,,0.731969
1632,145,Undirected,7282,,,0.763296
1667,145,Undirected,7283,,,0.606893
1692,145,Undirected,7284,,,0.739931
1697,145,Undirected,7285,,,0.675434
1706,145,Undirected,7286,,,0.673248
1712,145,Undirected,7287,,,0.600641
1735,145,Undirected,7288,,,0.635444
1736,145,Undirected,7289,,,0.637828
1740,145,Undirected,7290,,,0.720172
1763,145,Undirected,7291,,,0.81296
1773,145,Undirected,7292,,,0.697617
1789,145,Undirected,7293,,,0.683569
1791,145,Undirected,7294,,,0.718356
1880,145,Undirected,7295,,,0.654331
1882,145,Undirected,7296,,,0.630465
176,146,Undirected,7297,,,0.670817
190,146,Undirected,7298,,,0.782748
209,146,Undirected,7299,,,0.787827
213,146,Undirected,7300,,,0.621003
217,146,Undirected,7301,,,0.678299
219,146,Undirected,7302,,,0.640332
228,146,Undirected,7303,,,0.726216
232,146,Undirected,7304,,,0.654248
237,146,Undirected,7305,,,0.658521
242,146,Undirected,7306,,,0.660584
432,146,Undirected,7307,,,0.747462
456,146,Undirected,7308,,,0.647065
489,146,Undirected,7309,,,0.774249
513,146,Undirected,7310,,,0.666879
526,146,Undirected,7311,,,0.661738
550,146,Undirected,7312,,,0.659336
602,146,Undirected,7313,,,0.677606
627,146,Undirected,7314,,,0.726748
687,146,Undirected,7315,,,0.653751
689,146,Undirected,7316,,,0.618676
694,146,Undirected,7317,,,0.753888
695,146,Undirected,7318,,,0.778975
700,146,Undirected,7319,,,0.640779
719,146,Undirected,7320,,,0.633353
737,146,Undirected,7321,,,0.748577
738,146,Undirected,7322,,,0.778975
770,146,Undirected,7323,,,0.65303
774,146,Undirected,7324,,,0.634721
778,146,Undirected,7325,,,0.634721
790,146,Undirected,7326,,,0.728342
792,146,Undirected,7327,,,0.633729
795,146,Undirected,7328,,,0.634201
827,146,Undirected,7329,,,0.625465
840,146,Undirected,7330,,,0.700401
868,146,Undirected,7331,,,0.634201
937,146,Undirected,7332,,,0.718017
938,146,Undirected,7333,,,0.725847
940,146,Undirected,7334,,,0.609318
943,146,Undirected,7335,,,0.660233
946,146,Undirected,7336,,,0.662413
949,146,Undirected,7337,,,0.645342
958,146,Undirected,7338,,,0.620345
970,146,Undirected,7339,,,0.640402
972,146,Undirected,7340,,,0.678264
1004,146,Undirected,7341,,,0.788889
1016,146,Undirected,7342,,,0.640115
1027,146,Undirected,7343,,,0.716386
1037,146,Undirected,7344,,,0.61428
1044,146,Undirected,7345,,,0.635099
1051,146,Undirected,7346,,,0.666514
1068,146,Undirected,7347,,,0.616801
1075,146,Undirected,7348,,,0.672352
1089,146,Undirected,7349,,,0.839437
1123,146,Undirected,7350,,,0.620168
1147,146,Undirected,7351,,,0.643312
1215,146,Undirected,7352,,,0.661907
1271,146,Undirected,7353,,,0.644291
1273,146,Undirected,7354,,,0.641679
1367,146,Undirected,7355,,,0.647217
1378,146,Undirected,7356,,,0.707336
1381,146,Undirected,7357,,,0.840882
1389,146,Undirected,7358,,,0.767521
1428,146,Undirected,7359,,,0.749639
1441,146,Undirected,7360,,,0.635099
1455,146,Undirected,7361,,,0.647217
1488,146,Undirected,7362,,,0.601445
1495,146,Undirected,7363,,,0.622083
1515,146,Undirected,7364,,,0.777913
1517,146,Undirected,7365,,,0.725847
1522,146,Undirected,7366,,,0.643638
1554,146,Undirected,7367,,,0.72905
1563,146,Undirected,7368,,,0.659336
1579,146,Undirected,7369,,,0.612972
1595,146,Undirected,7370,,,0.658194
1608,146,Undirected,7371,,,0.757588
1661,146,Undirected,7372,,,0.72905
1673,146,Undirected,7373,,,0.766936
1686,146,Undirected,7374,,,0.679849
1759,146,Undirected,7375,,,0.609676
1778,146,Undirected,7376,,,0.619559
1798,146,Undirected,7377,,,0.788291
1814,146,Undirected,7378,,,0.622531
1832,146,Undirected,7379,,,0.788535
1833,146,Undirected,7380,,,0.641008
1836,146,Undirected,7381,,,0.698444
