"Site1" "Site2" "RCb"
"1" "100" "101" 2
"2" "100" "104" 2
"3" "100" "107" 2
"4" "100" "109" 2
"5" "100" "110" 2
"6" "100" "111" 2
"7" "100" "112" 2
"8" "100" "114" 2
"9" "100" "115" 2
"10" "100" "116" 2
"11" "100" "117" 2
"12" "100" "118" 2
"13" "100" "120" 2
"14" "100" "121" 2
"15" "100" "122" 2
"16" "100" "124" 2
"17" "100" "125" 2
"18" "100" "128" 2
"19" "100" "129" 2
"20" "100" "203" 2
"21" "100" "209" 2
"22" "100" "210" 2
"23" "100" "211" 2
"24" "100" "212" 2
"25" "100" "217" 2
"26" "100" "218" 2
"27" "100" "60" 2
"28" "100" "61" 2
"29" "100" "62" 2
"30" "100" "63" 2
"31" "100" "64" 2
"32" "100" "65" 2
"33" "100" "66" 2
"34" "100" "67" 2
"35" "100" "68" 2
"36" "100" "69" 2
"37" "100" "70" 2
"38" "100" "71" 2
"39" "100" "72" 2
"40" "100" "73" 2
"41" "100" "74" 2
"42" "100" "76" 2
"43" "100" "77" 2
"44" "100" "78" 2
"45" "100" "81" 2
"46" "100" "82" 2
"47" "100" "83" 2
"48" "100" "86" 2
"49" "100" "87" 2
"50" "100" "88" 2
"51" "100" "89" 2
"52" "100" "90" 2
"53" "100" "91" 2
"54" "100" "92" 2
"55" "100" "93" 2
"56" "100" "94" 2
"57" "100" "95" 2
"58" "100" "96" 2
"59" "100" "97" 2
"60" "100" "99" 2
"61" "101" "104" 2
"62" "101" "107" 2
"63" "101" "109" 2
"64" "101" "110" 2
"65" "101" "111" 2
"66" "101" "112" 2
"67" "101" "114" 2
"68" "101" "115" 2
"69" "101" "116" 2
"70" "101" "117" 2
"71" "101" "118" 2
"72" "101" "120" 2
"73" "101" "121" 2
"74" "101" "122" 2
"75" "101" "124" 2
"76" "101" "125" 2
"77" "101" "128" 2
"78" "101" "129" 2
"79" "101" "203" 2
"80" "101" "209" 2
"81" "101" "210" 2
"82" "101" "211" 2
"83" "101" "212" 2
"84" "101" "217" 2
"85" "101" "218" 2
"86" "101" "60" 2
"87" "101" "61" 2
"88" "101" "62" 2
"89" "101" "63" 2
"90" "101" "64" 2
"91" "101" "65" 2
"92" "101" "66" 2
"93" "101" "67" 2
"94" "101" "68" 2
"95" "101" "69" 2
"96" "101" "70" 2
"97" "101" "71" 2
"98" "101" "72" 2
"99" "101" "73" 2
"100" "101" "74" 2
"101" "101" "76" 2
"102" "101" "77" 2
"103" "101" "78" 2
"104" "101" "81" 2
"105" "101" "82" 2
"106" "101" "83" 2
"107" "101" "86" 2
"108" "101" "87" 2
"109" "101" "88" 2
"110" "101" "89" 2
"111" "101" "90" 2
"112" "101" "91" 2
"113" "101" "92" 2
"114" "101" "93" 2
"115" "101" "94" 2
"116" "101" "95" 2
"117" "101" "96" 2
"118" "101" "97" 2
"119" "101" "99" 2
"120" "104" "107" 2
"121" "104" "109" 2
"122" "104" "110" 2
"123" "104" "111" 2
"124" "104" "112" 2
"125" "104" "114" 2
"126" "104" "115" 2
"127" "104" "116" 2
"128" "104" "117" 2
"129" "104" "118" 2
"130" "104" "120" 2
"131" "104" "121" 2
"132" "104" "122" 2
"133" "104" "124" 2
"134" "104" "125" 2
"135" "104" "128" 2
"136" "104" "129" 2
"137" "104" "203" 2
"138" "104" "209" 2
"139" "104" "210" 2
"140" "104" "211" 2
"141" "104" "212" 2
"142" "104" "217" 2
"143" "104" "218" 2
"144" "104" "60" 2
"145" "104" "61" 2
"146" "104" "62" 2
"147" "104" "63" 2
"148" "104" "64" 2
"149" "104" "65" 2
"150" "104" "66" 2
"151" "104" "67" 2
"152" "104" "68" 2
"153" "104" "69" 2
"154" "104" "70" 2
"155" "104" "71" 2
"156" "104" "72" 2
"157" "104" "73" 2
"158" "104" "74" 2
"159" "104" "76" 2
"160" "104" "77" 2
"161" "104" "78" 2
"162" "104" "81" 2
"163" "104" "82" 2
"164" "104" "83" 2
"165" "104" "86" 2
"166" "104" "87" 2
"167" "104" "88" 2
"168" "104" "89" 2
"169" "104" "90" 2
"170" "104" "91" 2
"171" "104" "92" 2
"172" "104" "93" 2
"173" "104" "94" 2
"174" "104" "95" 2
"175" "104" "96" 2
"176" "104" "97" 2
"177" "104" "99" 2
"178" "107" "109" 2
"179" "107" "110" 2
"180" "107" "111" 2
"181" "107" "112" 2
"182" "107" "114" 2
"183" "107" "115" 2
"184" "107" "116" 2
"185" "107" "117" 2
"186" "107" "118" 2
"187" "107" "120" 2
"188" "107" "121" 2
"189" "107" "122" 2
"190" "107" "124" 2
"191" "107" "125" 2
"192" "107" "128" 2
"193" "107" "129" 2
"194" "107" "203" 2
"195" "107" "209" 2
"196" "107" "210" 2
"197" "107" "211" 2
"198" "107" "212" 2
"199" "107" "217" 2
"200" "107" "218" 2
"201" "107" "60" 2
"202" "107" "61" 2
"203" "107" "62" 2
"204" "107" "63" 2
"205" "107" "64" 2
"206" "107" "65" 2
"207" "107" "66" 2
"208" "107" "67" 2
"209" "107" "68" 2
"210" "107" "69" 2
"211" "107" "70" 2
"212" "107" "71" 2
"213" "107" "72" 2
"214" "107" "73" 2
"215" "107" "74" 2
"216" "107" "76" 2
"217" "107" "77" 2
"218" "107" "78" 2
"219" "107" "81" 2
"220" "107" "82" 2
"221" "107" "83" 2
"222" "107" "86" 2
"223" "107" "87" 2
"224" "107" "88" 2
"225" "107" "89" 2
"226" "107" "90" 2
"227" "107" "91" 2
"228" "107" "92" 2
"229" "107" "93" 2
"230" "107" "94" 2
"231" "107" "95" 2
"232" "107" "96" 2
"233" "107" "97" 2
"234" "107" "99" 2
"235" "109" "110" 2
"236" "109" "111" 2
"237" "109" "112" 2
"238" "109" "114" 2
"239" "109" "115" 2
"240" "109" "116" 2
"241" "109" "117" 2
"242" "109" "118" 2
"243" "109" "120" 2
"244" "109" "121" 2
"245" "109" "122" 2
"246" "109" "124" 2
"247" "109" "125" 2
"248" "109" "128" 2
"249" "109" "129" 2
"250" "109" "203" 2
"251" "109" "209" 2
"252" "109" "210" 2
"253" "109" "211" 2
"254" "109" "212" 2
"255" "109" "217" 2
"256" "109" "218" 2
"257" "109" "60" 2
"258" "109" "61" 2
"259" "109" "62" 2
"260" "109" "63" 2
"261" "109" "64" 2
"262" "109" "65" 2
"263" "109" "66" 2
"264" "109" "67" 2
"265" "109" "68" 2
"266" "109" "69" 2
"267" "109" "70" 2
"268" "109" "71" 2
"269" "109" "72" 2
"270" "109" "73" 2
"271" "109" "74" 2
"272" "109" "76" 2
"273" "109" "77" 2
"274" "109" "78" 2
"275" "109" "81" 2
"276" "109" "82" 2
"277" "109" "83" 2
"278" "109" "86" 2
"279" "109" "87" 2
"280" "109" "88" 2
"281" "109" "89" 2
"282" "109" "90" 2
"283" "109" "91" 2
"284" "109" "92" 2
